variant,canonical,wikt_variant_kind,wikt_regions,zipf,tier
solmization,solmisation,alt_of,,0.0,OBSCURE
somatotrophin,somatotropin,alt_of,,0.0,OBSCURE
sombreness,somberness,alt_of,,0.0,OBSCURE
somerset,somersault,alt_of,,3.78,FAMILIAR
soochong,souchong,alt_of,,0.0,OBSCURE
soubriquet,sobriquet,alt_of,,1.45,RARE
souslik,suslik,alt_of,,0.0,OBSCURE
souvlakia,souvlaki,alt_of,,0.0,OBSCURE
soya,soy,alt_of,UK,2.74,UNCOMMON
spandril,spandrel,alt_of,,0.0,OBSCURE
specialisation,specialization,alt_of,UK,2.58,UNCOMMON
specialiser,specializer,alt_of,,0.0,OBSCURE
speciality,specialty,alt_of,UK,3.14,FAMILIAR
spectacle,spectacles,attributive,,3.61,FAMILIAR
spectre,specter,uk,,3.24,FAMILIAR
spelaeologist,speleologist,alt_of,,0.0,OBSCURE
spelaeology,speleology,alt_of,,0.0,OBSCURE
spick,spic,alt_of,,1.92,RARE
spik,spic,alt_of,,1.18,RARE
spiraea,spirea,alt_of,,1.58,RARE
spiritualisation,spiritualization,alt_of,UK,0.0,OBSCURE
spirochaete,spirochete,alt_of,,0.0,OBSCURE
spirt,spurt,alt_of,,1.84,RARE
spoondrift,spindrift,alt_of,,0.0,OBSCURE
sporophyl,sporophyll,alt_of,,0.0,OBSCURE
springbuck,springbok,alt_of,,0.0,OBSCURE
stabilisation,stabilization,alt_of,UK,2.69,UNCOMMON
stabiliser,stabilizer,alt_of,,2.17,UNCOMMON
standardisation,standardization,alt_of,UK,2.5,UNCOMMON
standardiser,standardizer,alt_of,,0.0,OBSCURE
steinbok,steenbok,alt_of,,0.0,OBSCURE
sterilisation,sterilization,alt_of,UK,2.39,UNCOMMON
steriliser,sterilizer,alt_of,UK,1.24,RARE
stigmatisation,stigmatization,alt_of,,1.65,RARE
stilboestrol,stilbestrol,uk,,0.0,OBSCURE
stockinette,stockinet,alt_of,,1.67,RARE
stogy,stogie,alt_of,,0.0,OBSCURE
straightjacket,straitjacket,alt_of,,1.81,RARE
stylisation,stylization,alt_of,UK,1.23,RARE
stymy,stymie,alt_of,,0.0,OBSCURE
styrax,storax,alt_of,,1.29,RARE
subsidisation,subsidization,alt_of,UK,1.42,RARE
subsidiser,subsidizer,alt_of,,0.0,OBSCURE
subtractor,subtracter,alt_of,,1.17,RARE
succor,succour,alt_of,US,2.15,UNCOMMON
succourer,succorer,alt_of,,0.0,OBSCURE
succulency,succulence,alt_of,,0.0,OBSCURE
sulphate,sulfate,alt_of,Commonwealth,2.59,UNCOMMON
sulphide,sulfide,alt_of,UK,2.37,UNCOMMON
sulphur,sulfur,alt_of,British;Commonwealth,3.18,FAMILIAR
sumach,sumac,alt_of,,1.11,RARE
summarisation,summarization,alt_of,UK,0.0,OBSCURE
summersault,somersault,alt_of,,1.21,RARE
summerset,somersault,alt_of,,1.73,RARE
sunglass,sunglasses,attributive,,2.17,UNCOMMON
suppresser,suppressor,alt_of,,0.0,OBSCURE
swathe,swath,alt_of,UK,2.29,UNCOMMON
sweetbriar,sweetbrier,alt_of,,1.57,RARE
swob,swab,alt_of,,0.0,OBSCURE
swop,swap,alt_of,,1.78,RARE
syllogiser,syllogizer,alt_of,,0.0,OBSCURE
sylva,silva,alt_of,,2.08,UNCOMMON
symbolisation,symbolization,alt_of,,0.0,OBSCURE
symboliser,symbolizer,alt_of,,0.0,OBSCURE
sympathiser,sympathizer,alt_of,UK,2.14,UNCOMMON
synchronisation,synchronization,alt_of,UK,2.29,UNCOMMON
synchroniser,synchronizer,alt_of,,0.0,OBSCURE
syneresis,synaeresis,alt_of,,1.15,RARE
synesthesia,synaesthesia,alt_of,US,2.25,UNCOMMON
synezesis,synizesis,alt_of,,0.0,OBSCURE
syntagm,syntagma,alt_of,,0.0,OBSCURE
synthesiser,synthesizer,alt_of,UK,1.91,RARE
syphon,siphon,alt_of,,2.04,UNCOMMON
systematisation,systematization,alt_of,UK,0.0,OBSCURE
systematiser,systematizer,alt_of,,0.0,OBSCURE
systemiser,systemizer,alt_of,,0.0,OBSCURE
tabooli,tabbouleh,alt_of,,0.0,OBSCURE
tabour,tabor,alt_of,,0.0,OBSCURE
tabouret,taboret,alt_of,,0.0,OBSCURE
tabu,taboo,alt_of,,2.34,UNCOMMON
tacheometer,tachymeter,alt_of,,0.0,OBSCURE
taira,tayra,alt_of,,1.91,RARE
tamal,tamale,alt_of,,1.63,RARE
tamandu,tamandua,alt_of,,0.0,OBSCURE
tambac,tombak,alt_of,,0.0,OBSCURE
tannia,tania,alt_of,,0.0,OBSCURE
tantaliser,tantalizer,alt_of,,0.0,OBSCURE
tappa,tapa,alt_of,,1.45,RARE
taradiddle,tarradiddle,alt_of,,0.0,OBSCURE
tatu,tattoo,alt_of,,1.97,RARE
teasle,teasel,alt_of,,0.0,OBSCURE
teazel,teasel,alt_of,,0.0,OBSCURE
teetotaller,teetotaler,british,,1.74,RARE
telfer,telpher,alt_of,,2.31,UNCOMMON
telferage,telpherage,alt_of,,0.0,OBSCURE
templet,template,alt_of,,0.0,OBSCURE
temporiser,temporizer,alt_of,,0.0,OBSCURE
tenderisation,tenderization,alt_of,,0.0,OBSCURE
tenderiser,tenderizer,alt_of,,0.0,OBSCURE
tendonitis,tendinitis,alt_of,,2.12,UNCOMMON
tendosynovitis,tenosynovitis,alt_of,,0.0,OBSCURE
tendrac,tenrec,alt_of,,0.0,OBSCURE
tenia,taenia,alt_of,,1.47,RARE
tepee,teepee,alt_of,,2.03,UNCOMMON
tercel,tiercel,alt_of,,1.65,RARE
territorialisation,territorialization,alt_of,,0.0,OBSCURE
terrorisation,terrorization,alt_of,,0.0,OBSCURE
tetrachlorethylene,tetrachloroethylene,alt_of,,0.0,OBSCURE
tetraskele,tetraskelion,alt_of,,0.0,OBSCURE
thalassaemia,thalassemia,alt_of,,1.49,RARE
theatre,theater,alt_of,Australia;Canada;New-Zealand;UK,4.52,COMMON
theatregoer,theatergoer,alt_of,,1.06,RARE
theologiser,theologizer,alt_of,,0.0,OBSCURE
theoriser,theorizer,alt_of,,0.0,OBSCURE
theorization,theorisation,alt_of,,1.37,RARE
thiamin,thiamine,alt_of,,1.83,RARE
thingmabob,thingamabob,alt_of,,0.0,OBSCURE
thingmajig,thingamajig,alt_of,,0.0,OBSCURE
thingumabob,thingamabob,alt_of,,0.0,OBSCURE
thingumajig,thingamajig,alt_of,,0.0,OBSCURE
thoracocentesis,thoracentesis,alt_of,,0.0,OBSCURE
thralldom,thraldom,alt_of,,0.0,OBSCURE
thrombopenia,thrombocytopenia,alt_of,,0.0,OBSCURE
thruway,throughway,alt_of,US,2.29,UNCOMMON
thyrocalcitonin,calcitonin,alt_of,,0.0,OBSCURE
thyrotrophin,thyrotropin,alt_of,,0.0,OBSCURE
thyroxin,thyroxine,alt_of,,1.03,RARE
tike,tyke,alt_of,,1.7,RARE
tipi,teepee,alt_of,,2.17,UNCOMMON
tire,tyre,us,US,4.02,COMMON
tiro,tyro,alt_of,,2.01,UNCOMMON
titbit,tidbit,alt_of,Commonwealth;Ireland;UK,1.45,RARE
tittivation,titivation,alt_of,,0.0,OBSCURE
toffy,toffee,alt_of,,0.0,OBSCURE
toilette,toilet,alt_of,,2.38,UNCOMMON
toitoi,toetoe,alt_of,,0.0,OBSCURE
tombac,tombak,alt_of,,0.0,OBSCURE
tompion,tampion,alt_of,,1.17,RARE
toponomy,toponymy,alt_of,,0.0,OBSCURE
tore,torus,alt_of,,3.71,FAMILIAR
tormenter,tormentor,alt_of,,1.28,RARE
totaliser,totalizer,alt_of,,0.0,OBSCURE
touraco,turaco,alt_of,,0.0,OBSCURE
townee,townie,alt_of,,0.0,OBSCURE
towny,townie,alt_of,,1.37,RARE
toxaemia,toxemia,alt_of,,0.0,OBSCURE
tranquility,tranquillity,american,,3.02,FAMILIAR
tranquilliser,tranquilizer,alt_of,UK,1.69,RARE
tranquillizer,tranquilizer,alt_of,US,1.17,RARE
transexual,transsexual,alt_of,,2.18,UNCOMMON
traveler,traveller,alt_of,US,3.57,FAMILIAR
travelog,travelogue,alt_of,US,1.04,RARE
trebucket,trebuchet,alt_of,,0.0,OBSCURE
trenail,treenail,alt_of,,0.0,OBSCURE
tribalisation,tribalization,alt_of,,0.0,OBSCURE
tricolor,tricolour,alt_of,US,2.49,UNCOMMON
tricorne,tricorn,alt_of,,1.51,RARE
troponomy,troponymy,alt_of,,0.0,OBSCURE
trunnel,treenail,alt_of,,0.0,OBSCURE
tryptophane,tryptophan,alt_of,,0.0,OBSCURE
tsatske,tchotchke,alt_of,,0.0,OBSCURE
tshatshke,tchotchke,alt_of,,0.0,OBSCURE
tsoris,tsuris,alt_of,,0.0,OBSCURE
tughrik,tugrik,alt_of,,0.0,OBSCURE
tularaemia,tularemia,alt_of,,0.0,OBSCURE
tumbrel,tumbril,alt_of,,0.0,OBSCURE
tumour,tumor,commonwealth,,3.39,FAMILIAR
tung,tongue,alt_of,,3.13,FAMILIAR
tunnage,tonnage,alt_of,,0.0,OBSCURE
tupek,tupik,alt_of,,0.0,OBSCURE
turacou,turaco,alt_of,,0.0,OBSCURE
turakoo,turaco,alt_of,,0.0,OBSCURE
turbulency,turbulence,alt_of,,0.0,OBSCURE
turnround,turnaround,alt_of,,1.13,RARE
twirp,twerp,alt_of,,1.14,RARE
tympani,timpani,alt_of,,1.86,RARE
tympanist,timpanist,alt_of,,0.0,OBSCURE
tyrocidin,tyrocidine,alt_of,,0.0,OBSCURE
tzar,tsar,alt_of,,1.85,RARE
tzarina,tsarina,alt_of,,0.0,OBSCURE
tzetze,tsetse,alt_of,,0.0,OBSCURE
undiscipline,indiscipline,alt_of,,0.0,OBSCURE
unfavourableness,unfavorableness,alt_of,,0.0,OBSCURE
unionisation,unionization,alt_of,UK,1.52,RARE
unitisation,unitization,alt_of,,0.0,OBSCURE
unraveller,unraveler,alt_of,,0.0,OBSCURE
uraemia,uremia,alt_of,,0.0,OBSCURE
urbanisation,urbanization,alt_of,,2.66,UNCOMMON
useableness,usableness,alt_of,,0.0,OBSCURE
utriculus,utricle,alt_of,,0.0,OBSCURE
vaccina,vaccinia,alt_of,,0.0,OBSCURE
vacuolisation,vacuolization,alt_of,,0.0,OBSCURE
vacuolization,vacuolation,alt_of,,1.07,RARE
valency,valence,alt_of,,1.83,RARE
valor,valour,alt_of,US,3.23,FAMILIAR
valse,waltz,alt_of,,1.87,RARE
vaporisation,vaporization,alt_of,,1.33,RARE
vaporiser,vaporizer,alt_of,,1.56,RARE
vapour,vapor,british,,3.02,FAMILIAR
vapourousness,vaporousness,alt_of,,0.0,OBSCURE
varment,varmint,alt_of,,0.0,OBSCURE
vascularisation,vascularization,alt_of,,0.0,OBSCURE
veldt,veld,dated,,1.91,RARE
vender,vendor,dated,,1.86,RARE
verandah,veranda,alt_of,Australia;India;New-Zealand,2.63,UNCOMMON
verbalisation,verbalization,alt_of,,0.0,OBSCURE
verbaliser,verbalizer,alt_of,,0.0,OBSCURE
victimisation,victimization,alt_of,,2.21,UNCOMMON
victimiser,victimizer,alt_of,,0.0,OBSCURE
victualer,victualler,alt_of,,0.0,OBSCURE
videodisk,videodisc,alt_of,,0.0,OBSCURE
vigor,vigour,alt_of,US,3.03,FAMILIAR
villainage,villeinage,alt_of,,0.0,OBSCURE
viremia,viraemia,alt_of,US,1.46,RARE
virilisation,virilization,alt_of,,0.0,OBSCURE
virtu,vertu,alt_of,,1.93,RARE
virucide,viricide,alt_of,,0.0,OBSCURE
virulency,virulence,alt_of,,0.0,OBSCURE
viscosimetry,viscometry,alt_of,,0.0,OBSCURE
visualisation,visualization,alt_of,UK,2.53,UNCOMMON
visualiser,visualizer,alt_of,,1.32,RARE
vitalisation,vitalization,alt_of,UK,0.0,OBSCURE
vitaliser,vitalizer,alt_of,,0.0,OBSCURE
vizor,visor,alt_of,,1.16,RARE
vocalisation,vocalization,alt_of,UK,1.49,RARE
vocaliser,vocalizer,alt_of,,0.0,OBSCURE
vodoun,voodoo,alt_of,,0.0,OBSCURE
vulcanisation,vulcanization,alt_of,UK,0.0,OBSCURE
vulcaniser,vulcanizer,alt_of,UK,0.0,OBSCURE
vulgarisation,vulgarization,alt_of,UK,0.0,OBSCURE
vulgariser,vulgarizer,alt_of,UK,0.0,OBSCURE
waggon,wagon,dated,UK,2.09,UNCOMMON
waggoner,wagoner,alt_of,UK,2.27,UNCOMMON
waggonwright,wagonwright,alt_of,,0.0,OBSCURE
wannabee,wannabe,alt_of,,1.4,RARE
warragal,warrigal,alt_of,,0.0,OBSCURE
watercolor,watercolour,alt_of,American,3.23,FAMILIAR
waw,vav,alt_of,Scotland,2.4,UNCOMMON
weirdy,weirdie,alt_of,,1.01,RARE
weisenheimer,wisenheimer,alt_of,,0.0,OBSCURE
welsher,welcher,alt_of,UK,0.0,OBSCURE
whacko,wacko,alt_of,,1.82,RARE
whidah,whydah,alt_of,,0.0,OBSCURE
whimsey,whimsy,alt_of,,1.22,RARE
whir,whirr,alt_of,,2.04,UNCOMMON
whisky,whiskey,alt_of,Australia;Canada;New-Zealand;Scotland,3.63,FAMILIAR
whizz,whiz,alt_of,UK,2.49,UNCOMMON
whizzbang,whizbang,alt_of,,0.0,OBSCURE
widgeon,wigeon,alt_of,,1.7,RARE
wikiup,wickiup,alt_of,,0.0,OBSCURE
willfulness,wilfulness,alt_of,US,1.62,RARE
wistaria,wisteria,alt_of,,0.0,OBSCURE
withe,wythe,alt_of,,2.11,UNCOMMON
wivern,wyvern,alt_of,,0.0,OBSCURE
wiz,whiz,alt_of,,3.13,FAMILIAR
wolfbane,wolfsbane,alt_of,,0.0,OBSCURE
womaniser,womanizer,alt_of,UK,1.94,RARE
woollen,woolen,alt_of,UK,2.74,UNCOMMON
worshiper,worshipper,alt_of,US,2.18,UNCOMMON
xanthophyl,xanthophyll,dated,US,0.0,OBSCURE
xerophthalmus,xerophthalmia,alt_of,,0.0,OBSCURE
yack,yak,alt_of,UK,1.83,RARE
yarmelke,yarmulke,alt_of,,0.0,OBSCURE
yarmulka,yarmulke,alt_of,,0.0,OBSCURE
yashmac,yashmak,alt_of,,0.0,OBSCURE
yeshivah,yeshiva,alt_of,,1.69,RARE
yobo,yobbo,alt_of,,1.76,RARE
yoghourt,yogurt,dated,,0.0,OBSCURE
yoghurt,yogurt,alt_of,UK,3.01,FAMILIAR
zamang,zaman,alt_of,,0.0,OBSCURE
zikkurat,ziggurat,alt_of,,0.0,OBSCURE
zikurat,ziggurat,alt_of,,0.0,OBSCURE
zombi,zombie,alt_of,,1.72,RARE
zoo,zoophile,alt_of,US,4.14,COMMON
zoril,zorille,alt_of,,0.0,OBSCURE
zumbooruck,zamburak,alt_of,,0.0,OBSCURE
zumbooruk,zamburak,alt_of,,0.0,OBSCURE
august,auguste,alt_of,,5.1,CORE
lin,linn,alt_of,Ireland;Scotland,3.8,FAMILIAR
dis,diss,alt_of,,3.73,FAMILIAR
cain,kain,alt_of,,3.54,FAMILIAR
aum,om,alt_of,,2.6,UNCOMMON
umma,ummah,alt_of,,2.26,UNCOMMON
tawney,tawny,alt_of,,2.1,UNCOMMON
stoke,stokes,alt_of,,3.73,FAMILIAR
sammy,sammie,alt_of,,3.6,FAMILIAR
trompe,tromp,alt_of,,2.21,UNCOMMON
rando,randomizer,alt_of,,2.35,UNCOMMON
erick,eric,alt_of,,2.89,UNCOMMON
fina,finasteride,alt_of,,2.81,UNCOMMON
jan,jinn,alt_of,,4.51,COMMON
repo,repossession,alt_of,,3.1,FAMILIAR
nanotech,nanotechnology,alt_of,,2.16,UNCOMMON
crypto,cryptocurrency,alt_of,,3.6,FAMILIAR
chemoinformatics,cheminformatics,alt_of,,0.0,OBSCURE
nunchuk,nunchaku,alt_of,,1.39,RARE
wan,one,alt_of,Ireland,3.8,FAMILIAR
genetrix,genitrix,alt_of,,1.04,RARE
yabbie,yabby,alt_of,,0.0,OBSCURE
yatagan,yataghan,alt_of,,0.0,OBSCURE
yate,gate,alt_of,,1.87,RARE
yogin,yogi,alt_of,,1.33,RARE
ypsilon,upsilon,alt_of,,1.12,RARE
adopt,adoptable,alt_of,,4.19,COMMON
amuck,amok,alt_of,,2.05,UNCOMMON
cozier,cosier,alt_of,,2.02,UNCOMMON
homey,homie,alt_of,,2.75,UNCOMMON
honourable,honorable,uk,,3.67,FAMILIAR
horsey,horsy,alt_of,,2.46,UNCOMMON
lacklustre,lackluster,alt_of,British,2.45,UNCOMMON
mediaeval,medieval,alt_of,Commonwealth,2.78,UNCOMMON
molder,moulder,alt_of,US,1.73,RARE
nosey,nosy,alt_of,,2.55,UNCOMMON
pamper,pampers,alt_of,,2.78,UNCOMMON
phrenetic,frenetic,alt_of,,0.0,OBSCURE
preventible,preventable,alt_of,,0.0,OBSCURE
resistent,resistant,alt_of,,1.56,RARE
royster,roister,alt_of,,1.95,RARE
sad,saad,alt_of,,4.84,COMMON
salable,saleable,alt_of,US,2.06,UNCOMMON
scaley,scaly,alt_of,,1.42,RARE
stanch,staunch,alt_of,US,1.93,RARE
staunch,stanch,alt_of,,3.2,FAMILIAR
woody,woodie,alt_of,,3.82,FAMILIAR
