word,zipf,n_senses,first_gloss
cyclophosphamide,2.08,1,"An immunosuppressive, antineoplastic drug used in the treatment of Hodgkin's disease and certain other forms of cancer."
incharge,2.08,1,"The person who is in charge of something; an employee with responsibility for a department of a company; a manager, supervisor."
playfield,2.08,3,A playing field.
callosum,2.08,1,corpus callosum
underperformance,2.08,1,The state or quality of underperforming
ultrabook,2.08,1,A very lightweight and thin portable computer the areal size of a notebook computer or subnotebook.
tuzla,2.08,1,A kind of central Anatolian rug.
unbundling,2.08,1,The process by which something is unbundled.
spirulina,2.08,1,A food supplement prepared from blue-green algae of the genus Arthrospira found in soda lakes.
amparo,2.08,1,In some Hispanic jurisdictions (such as Mexico) a writ or an appeal demanding or seeking the protection of constitutional rights similar to a habeas corpus acting as a remedy for the violation of a pe
hassler,2.08,1,One who hassles.
starbase,2.08,2,"A base (for trading, military operations, etc.) located in space, among the stars."
dodie,2.08,1,A baby's pacifier or soother.
ivermectin,2.08,1,"A compound of the avermectin group, used as an anthelmintic in veterinary medicine and as a treatment for river blindness."
siggy,2.08,1,A sig (signature used in posted messages).
ministership,2.08,1,The position held by a minister
remastering,2.08,2,The production of a new version of a recording by remixing the original master recordings.
renormalization,2.08,1,Any of several techniques in statistical mechanics and quantum electrodynamics used to construct mathematical relationships between observable quantities.
widebody,2.08,3,"An airliner capable of seating seven or more passengers in a single row of economy seating, with two aisles or more."
lamin,2.08,1,"Any of a class of fibrous proteins that provide structure, and regulate transcription in a cell nucleus"
brane,2.08,1,"A hypothetical object extending across a number of (often specified) spatial dimensions, with strings in string theory seen as one-dimensional examples."
becher,2.08,1,A kiddush cup
arroz,2.08,1,Any Spanish rice-based dish.
stell,2.08,4,A place; station.
stempel,2.08,1,"A shelf set into a mineshaft for storing waste material, or for use as a step or support."
upregulation,2.08,1,"The process, in the regulation of gene expression, in which the number, or activity of receptors increases in order to increase sensitivity."
burpee,2.08,1,"A physical exercise performed by bending over, performing a squat thrust, returning to a standing position, and jumping once."
popolo,2.08,2,black nightshade (Solanum nigrum).
superstorm,2.08,1,A major storm (weather phenomenon).
firman,2.08,1,"a royal decree issued by a sovereign in certain historical Islamic states, especially by the Sultan of the Ottoman Empire."
chemokine,2.08,1,"Any of various chemotactic cytokines, produced during inflammation, that organize the leukocytes."
hitmaker,2.08,1,A musician who frequently produces hits; a star.
riverbend,2.08,1,A knee or meander in a river.
biopharma,2.08,1,The biopharmaceutical industry.
marler,2.08,1,A laborer in a marlpit.
tribble,2.08,2,A horizontal frame with wires stretched across it for drying paper.
vivax,2.08,1,Malaria caused by the parasite Plasmodium vivax.
maghrib,2.08,1,The sunset Islamic prayer.
symbiont,2.08,1,An organism that lives in a symbiotic relationship.
mamacita,2.08,1,"A babe, a hottie (sexually attractive woman)."
switchover,2.08,1,"A complete change or switch from one state, system or course of action to another."
mooching,2.08,1,An idle stroll.
alastor,2.07,3,"An avenging spirit or deity, variously associated with the Erinyes, Nemesis, and more."
chetty,2.07,1,"A member of one of various South Indian castes of merchants, money-lenders and land-owners."
aquaponics,2.07,1,"A sustainable food production system that combines traditional aquaculture with hydroponics, with effluent from the water in which fish are reared being used as nutrition for plants."
sportster,2.07,2,A sporty automobile or motorcycle.
injun,2.07,1,A Native American.
skene,2.07,2,An element of ancient Greek theater: the structure at the back of the stage.
deshmukh,2.07,1,The head or ruler of a district.
planta,2.07,1,The sole of the foot.
houndstooth,2.07,3,A two-colour fabric pattern of broken checks.
hoult,2.07,1,A wood; copse.
chirality,2.07,1,"The phenomenon, in chemistry, physics and mathematics, in which objects are mirror images of each other, but are otherwise identical; handedness."
cryopreservation,2.07,1,"the preservation of biological tissue at cryogenic temperatures, typically at -80°C (dry ice temperature) or -196°C (the boiling point of liquid nitrogen)."
queef,2.07,2,"An emission of air from the vagina, especially when audible; vaginal flatulence."
photobomb,2.07,2,An act of photobombing.
quizlet,2.07,1,A short quiz.
pickler,2.07,5,One who pickles food products.
cully,2.07,3,"A person who is easily tricked or imposed on; a dupe, a gullible person."
drafthouse,2.07,1,"A business establishment where alcoholic beverages such as beer, wine, ale, etc, are served, but not hard liquor."
shola,2.07,2,"A wild plant of species Aeschynomene aspera, found in Bengal and Assam, having a milky-white, spongy pith used for the manufacture of pith helmets and decorative artifacts."
loadout,2.07,3,"The set of objects (e.g., equipment, supplies) to be carried into battle, onto a jobsite, etc.; all that one needs for a specific purpose."
stritch,2.07,1,Nickname for a type of saxophone.
ganna,2.07,1,"A plant formerly used to provide alkaline ashes for soap-making, Salsola aphylla."
tarring,2.07,1,An application of tar.
shearman,2.07,2,One whose occupation is to shear cloth.
bazin,2.07,1,"An unleavened bread in the cuisine of Libya prepared with barley, water and salt"
moscato,2.07,2,"A white grape variety used to make light, sweet white wine."
topman,2.07,3,"The man stationed in the top on a sailing vessel, responsible for the setting of the sails"
tachi,2.07,1,"A pre-katana style Japanese sword, characterized by a longer blade with more curvature."
filmer,2.07,2,One who films with a camera.
consigliere,2.07,1,"A counselor or advisor, especially to Mafia bosses."
maiko,2.07,1,An apprentice geisha.
makerspace,2.07,1,A hackerspace where people develop electronic hardware or other physical objects.
misericordia,2.07,7,An amercement.
transhumanism,2.07,1,"A philosophy favouring the use of science and technology, especially neurotechnology, biotechnology, and nanotechnology, to overcome human limitations and improve the human condition."
mehndi,2.07,4,A henna plant (Lawsonia inermis).
fibronectin,2.07,1,An adhesive blood glycoprotein that has several cellular functions
deathcore,2.07,1,An extreme fusion genre of death metal and metalcore.
precure,2.06,1,The treatment of rubber in this way.
sukuk,2.06,1,A bond that generates a return to an investor without infringing Islamic laws against interest.
aguayo,2.06,1,"A rectangular piece of patterned cloth, used in traditional South American communities to carry children, goods, etc."
supercross,2.06,1,A sport in which high-performance off-road motorcycles are raced on an artificially made dirt track consisting of steep jumps and obstacles.
rosado,2.06,1,A Spanish rosé wine.
tranter,2.06,1,a peddler.
berthe,2.06,1,A sort of trim added to the neckline of a dress.
microsatellite,2.06,3,A miniature satellite.
reusability,2.06,1,The property or degree of being reusable.
couponing,2.06,1,The use or distribution of money-saving coupons.
maximalist,2.06,6,"A person with maximalist beliefs or tendencies; someone who prefers redundancy or excess, especially in the arts."
synthpop,2.06,1,A style of pop music in which the synthesizer is the dominant musical instrument.
freeloading,2.06,1,The act of one who freeloads.
frogger,2.06,3,The pronged plater used in frogging (transferring cells to another plate).
marah,2.06,1,"A gratuity in the form of deductions from the gross produce of cultivated lands, granted to a mirasidar."
warfighter,2.06,1,A servicemember of an armed force; (often specifically) one who sees combat.
gopnik,2.06,1,"In Russia, Eastern Europe, former Soviet republics, and other Slavic countries, a member of a subculture of young people of lower-class low-income backgrounds, mostly millennials, who usually live in "
vaporwave,2.06,1,"A genre of electronic music and visual arts style that emerged in the early 2010s. As a musical genre, it evolved from chillwave and seapunk with influences from lounge music, elevator music, smooth j"
normale,2.06,1,"A normal espresso drink, neither ristretto (shorter) nor lungo (longer)."
recertification,2.06,1,The act or process of recertifying.
naptime,2.06,1,The time when one takes a short sleep.
bouton,2.06,1,"A bud-like swelling, especially one at the end of an axon."
boudin,2.06,3,"A kind of blood sausage in French, Belgian, Luxembourgish and related cuisines."
enablement,2.06,1,The act of enabling.
sando,2.06,3,Sandwich.
sater,2.06,1,That which sates.
loanee,2.06,2,borrower; someone who is loaned something
visite,2.06,1,"A light cape or short cloak made of silk or lace, formerly worn by women in summer."
restrictor,2.06,1,Anything that restricts
agarose,2.06,1,A polymeric cross-linked polysaccharide extracted from the seaweed agar; used to make gels that are used in electrophoresis.
chikara,2.06,3,An Indian antelope (Gazella bennettii).
chillout,2.06,2,"A period of quiet, rest and relaxation, especially after a party, etc."
ifrit,2.06,3,A kind of djinn mentioned in the Qur'an.
snicket,2.06,1,A narrow passage or alley.
tweek,2.06,1,A form of atmospherics (radio interference) produced when the high-frequency components reach the receiver before the low-frequency components.
aimer,2.06,1,One who aims; one who is responsible for aiming.
paver,2.06,3,"A flat stone used to pave a pathway, such as a walkway to one's home."
jihadism,2.06,1,The ideological movement within modern Islamism that advocates armed jihad and hostility against non-believers.
splish,2.06,1,A light splashing sound.
ceramide,2.06,1,Any of various lipids formed by linking a fatty acid to sphingosine and found widely but in small amounts in plant and animal tissue
incall,2.06,2,"A visit by a client to a provider of some service, such as a massage therapist or a prostitute."
shapewear,2.06,1,"Foundation garments, designed to hold a part of the body in a particular form."
programm,2.05,1,Same as programme.
malum,2.05,2,An evil or wrongdoing.
rimfire,2.05,1,"A type of firearm cartridge where the primer is in the back rim, rather than a central primer cap. They are cheap to produce but cannot be reloaded with powder."
futur,2.05,1,A fiancé.
beastmaster,2.05,3,A character in video games who fights monsters and other creatures.
sucralose,2.05,1,"A selectively chlorinated sucrose, used as an artificial sweetener."
malling,2.05,2,the transformation of a district by building shopping malls
preprocessing,2.05,2,The act of processing beforehand.
pomodoro,2.05,3,A variety of pear-shaped tomato from Italy; San Marzano tomato.
preprocessor,2.05,1,program that processes its input data to produce output that is used as input to another program
hominin,2.05,1,"Any member of the taxonomic tribe Hominini, the evolutionary group that includes modern humans and now-extinct bipedal relatives."
flossie,2.05,1,"A sexually promiscuous person (usually a woman); a sex worker, prostitute."
cogito,2.05,1,"The argument ""cogito, ergo sum"" (""I think therefore I am"") from the philosophy of René Descartes; the mental act of thinking this thought; a conscious being which performs this mental act."
pronotum,2.05,1,The dorsal plate of the prothorax in insects
bichon,2.05,2,Any of a class of toy dogs with curly or wavy hair and long curled tails.
sunland,2.05,1,A sunny region or landscape.
morra,2.05,1,A game in which two (or more) players each suddenly display a hand showing zero to five fingers and call out what they think will be the sum of all fingers shown.
mukti,2.05,1,"Feminine synonym of masculine substantive noun मोक्ष (mokṣa, “liberation”)."
semigroup,2.05,1,Any set for which there is a binary operation that is closed and associative.
shahin,2.05,1,The shaheen falcon.
kugel,2.05,3,"A traditional savoury or sweet Jewish dish consisting of a baked pudding of pasta, potatoes, or rice, with vegetables, or raisins and spices."
serotype,2.05,1,A group of microorganisms characterised by a specific set of antigens.
tanuki,2.05,3,"A raccoon dog, Nyctereutes viverrinus."
novum,2.05,3,"A new feature, a novelty."
novela,2.05,1,A Latin American soap opera.
cinerea,2.05,1,The grey matter of the brain
ligase,2.05,1,Any of a group of enzymes that catalyze the binding of two molecules; synthetase.
brachytherapy,2.05,1,"Radiotherapy using radioactive sources positioned within (or close to) the treatment volume, typically with radiopharmaceuticals as opposed to external-beam sources."
targum,2.05,1,An Aramaic translation of the Tanakh written or compiled between the Second Temple period and the early Middle Ages.
doujin,2.05,2,A product produced and sold independently of corporations (in Japan); an indie work.
amaru,2.05,1,A double-headed serpent in Inca and other Andean mythology.
jetson,2.05,1,jetsam
chondroitin,2.05,1,"Any of a range of mucopolysaccharides, derived from galactosamine and glucuronic acid, that occur in cartilage and bone."
ragini,2.05,1,The feminine counterpart of a raga in Indian music.
hostname,2.05,3,The unique name by which any device attached to a computer network is known.
yersinia,2.05,1,"A Gram-negative bacterium, of the genus Yersinia, that is an etiological agent of several diseases in animals and humans, notably Yersinia pestis, which causes bubonic plague."
childline,2.05,1,A telephone counselling service for children and young people.
piedra,2.05,1,A hair disease caused by a fungus.
hench,2.05,3,"The narrow side of chimney stack, a haunch."
cursus,2.05,5,A course; a journey or progression.
alliant,2.05,1,An ally; a confederate.
abend,2.05,2,The abnormal termination of a program.
randomizer,2.04,2,"One who, or that which, randomizes (often practically extended to pseudorandomization as well)."
degen,2.04,2,Sword.
pacifico,2.04,1,A peaceful native in Cuba or the Philippines who did not oppose Spanish colonization.
townsite,2.04,1,"In former British colonies, a tract of land authorized to be developed as a town and then surveyed and marked out with streets."
torta,2.04,5,"A sandwich, served either hot or cold, on an oblong white sandwich roll, derived from Mexican cuisine."
optoelectronics,2.04,1,"The branch of physics that deals with the interaction of light with electronic devices, or the production of light from such devices"
tawhid,2.04,1,The central Islamic doctrine of God's divine unity.
concho,2.04,1,A silver ornament either stamped with a design or inlaid with a stone.
failover,2.04,1,"An automatic switch to a secondary system on failure of the primary system, such as a means for ensuring high availability of some critical resource (such as a computer system), involving a parallel b"
fearmongering,2.04,1,The act of spreading needless fear; exaggerating purported threats in order to incite fear.
backlink,2.04,3,A hyperlink to a webpage from an external website.
asiago,2.04,1,A hard Italian cheese similar to Parmesan.
toymaker,2.04,1,A craftsman who makes toys.
nyanza,2.04,1,A lake (in Africa).
jizya,2.04,1,"A per capita tax levied on a section of an Islamic state's non-Muslim citizens, who meet certain criteria."
pierogi,2.04,1,"A square- or crescent-shaped dumpling of unleavened dough, stuffed with sauerkraut, cheese, mashed potatoes, cabbage, onion, meat, or any combination of these, or with a fruit filling."
grindcore,2.04,1,"A fusion genre of extreme metal and hardcore punk, incorporating aggressive guitar riffs; extremely rapid drumming; and loud, largely unintelligible screaming."
flatscreen,2.04,2,A screen of this kind.
lipopolysaccharide,2.04,1,Any of a large class of lipids conjugated with polysaccharides
sarma,2.04,2,A dumpling of minced meat and other ingredients wrapped in a leaf (grape or cabbage).
maddock,2.04,1,An earthworm or maggot.
blankie,2.04,1,"A blanket, especially one used as a security blanket."
gurdy,2.04,1,A manual crank used on fishing lines
sanga,2.04,1,Sandwich.
bhajan,2.04,1,A type of Indian devotional song.
rueda,2.04,1,A kind of salsa round dance.
malle,2.04,1,"A heavy hammer or beetle, often made of wood or lead."
webstore,2.04,1,A sales outlet which supplies goods or services over the World Wide Web.
ritsu,2.04,1,"An anhemitonic pentatonic scale used in a Japanese Buddhist chant, and built up by intervals of major second, minor third, major second, major second, minor third."
monophosphate,2.04,1,any compound containing a single phosphate unit
carnitas,2.04,1,"A Mexican dish of strips or chunks of pork (or sometimes other meat) which are braised or roasted, especially in their own fat."
upliftment,2.04,1,Lifting up; elevation or promotion.
peroxidation,2.04,2,"Any oxidation reaction, especially of an oxide, that produces a peroxide."
dashi,2.04,1,"A type of soup or cooking stock, often made from kelp."
tinley,2.04,1,"A torch, made from burning straw, supposed to represent the burning of souls"
cheeseman,2.04,1,A man who makes cheese.
shama,2.04,1,"Copsychus malabaricus (white-rumped shama), a saxicoline songbird of India, glossy black with a white rump and brown underparts, and six other species in genus Copsychus."
kanban,2.04,3,"A card containing a set of manufacturing specifications and requirements, used to regulate the supply of components."
bupropion,2.04,1,An antidepressant drug which is also given to relieve the symptoms of nicotine withdrawal.
servlet,2.04,1,A Java program running on an Internet server that generates web content dynamically in response to requests from clients.
tumorigenesis,2.04,2,Production of a new tumor or tumors.
farro,2.03,1,Emmer wheat (Triticum turgidum).
doujinshi,2.03,1,A fan-produced book or magazine of Japanese fiction; especially manga.
multithreading,2.03,1,The use of multithreaded code.
neisseria,2.03,1,Any of several Gram-negative bacteria of the genus Neisseria.
backstab,2.03,1,An act of backstabbing.
recueil,2.03,1,"compendium, literary compilation"
rerelease,2.03,1,A rereleased item.
artbook,2.03,2,"A book about art, particularly concept art for an animated media production."
octopussy,2.03,1,An octopus.
paedo,2.03,2,A paedophile.
anglaise,2.03,1,A kind of English country dance.
parklife,2.03,1,The lifestyle and culture of parkgoers.
darkling,2.03,4,Darkness.
nicotinamide,2.03,1,The amide of nicotinic acid (or niacin).
comitatus,2.03,2,A group of warriors or nobles accompanying a king or other leader.
salto,2.03,1,A somersault.
gestion,2.03,1,"The act of managing, conducting or administrating something."
chiro,2.03,2,A chiropractor.
sangeet,2.03,1,A gathering for the purpose of singing songs; a musical ceremony.
ciphertext,2.03,1,Encoded or encrypted text.
supertramp,2.03,1,A creature of organism that disperses widely and is not adapted to any specific environment.
menton,2.03,1,The lowest point of the chin / mandibular symphysis.
extinguishment,2.03,2,"The act of extinguishing, putting out, or quenching, or the state of being extinguished."
makeout,2.03,1,An act of making out; passionate kissing or petting.
ruleset,2.03,1,A set of rules.
balaban,2.03,1,An Azerbaijani wind instrument made of wood.
halligan,2.03,1,"A tool, used mostly by firemen, to pry open buildings, manholes, wrecked cars, etc."
varroa,2.03,1,"Infestation with the mite Varroa destructor, or the disease caused by such mites."
sheetrock,2.03,1,"A building material comprising a sheet of gypsum sandwiched between two pieces of heavy paper, used mainly for interior walls and ceilings; drywall."
spinosaurus,2.03,1,"A large, extinct, carnivorous dinosaur of genus †Spinosaurus, with a long snout like that of a crocodile and with a sail on its back. It is considered to be the largest theropod dinosaur."
lasing,2.03,1,The application of a laser beam.
laserjet,2.03,1,A laser printer.
campagna,2.03,1,A flat stretch of countryside; open rural plain.
interweb,2.03,1,The Internet.
ultraviolence,2.03,1,"Unnecessary, unprovoked (usually brutal) violence; violent acts simply for the thrill and entertainment of it."
herstory,2.03,3,"History that emphasizes the role of women, or that is told from a woman's (or from a feminist) point of view."
caretaking,2.03,2,The act of taking care or taking charge of something.
casse,2.03,1,"A fault in wine, caused by an enzyme, making it turn from red to brown, or white to yellow, on exposure to air."
unicom,2.03,1,An air-ground communication facility operated by a private agency (not air traffic control) to provide advice at uncontrolled aerodromes and airports and to provide non-flight services such as request
carboxy,2.03,1,The carboxyl group.
pidge,2.03,2,A pigeonhole.
skittering,2.02,1,The act of one who skitters.
skydome,2.02,1,"A sphere or hemisphere with a texture on its inner face, used to simulate the sky or similar backdrop around a three-dimensional playfield."
signoria,2.02,1,"lordship, especially in medieval Italian city states"
jolley,2.02,2,One who jigs.
arche,2.02,1,"The first principle of existing things in pre-Socratic philosophy, initially assumed to be of water."
worldbuilding,2.02,3,"The conception and description of a fictional world, often as the setting of a work of fiction, particularly in speculative fiction."
palenque,2.02,1,A community of runaway slaves.
outshot,2.02,1,An extension to a building.
workrate,2.02,1,The rate at which work is performed.
cribbing,2.02,5,"The members used to build a (structural) crib, usually of timbers or logs, but also of concrete, steel or even plastic; cribwork."
distributable,2.02,2,Any of the costs that are not directly associated with a specific account.
neera,2.02,1,"A sweet sap extracted from the inflorescence of various species of toddy palm and widely consumed in India and other Asian countries, sometimes fermented to produce toddy."
kingslayer,2.02,1,One who kills a king.
centeredness,2.02,2,The state of being centered.
southbridge,2.02,1,A secondary microchip connected to the CPU only through the northbridge.
excimer,2.02,1,Any diatomic exciplex
transcoding,2.02,1,A conversion between encodings.
shellie,2.02,1,A small or miniature shell.
vario,2.02,1,Variometer
kokoda,2.02,1,"A Fijian dish of raw fish marinated in citrus juice (especially lime or lemon), typically mixed with coconut cream, onions, chillies, and tomatoes; the Fijian version of ceviche."
urbano,2.02,1,An umbrella term for various popular Latin American music genres.
whitebeard,2.02,1,An old man; a greybeard.
riverdance,2.02,1,A theatrical show based on traditional Irish music and dance.
minifigure,2.02,1,"A small figure of a person, especially in toys such as Lego."
whare,2.02,2,A Maori house or other building.
moonbase,2.02,1,A base or outpost located on a moon.
moorman,2.02,1,A man who lives on or around the moors.
ristorante,2.02,1,An Italian restaurant.
benihana,2.02,1,"An aerial trick where one hand grabs the tail of the board, and the back foot is released from the board."
sheth,2.02,1,The bar on a plough which projects downward beneath the beam to connect to the sole.
hospitalist,2.02,2,A hospitaller.
microcredit,2.02,2,"The practice of making very small loans, especially to poor people to promote self-employment; microlending."
lineout,2.02,3,A set piece where the hooker throws the ball into play between a row of players from each team.
kumara,2.02,1,The sweet potato.
fadeaway,2.02,3,"An instance of fading away, of diminishing in proximity or intensity."
warfighting,2.02,1,The fighting of a war.
fursona,2.02,1,"An animal character, typically anthropomorphic, used to represent oneself online or in furry role-playing."
circuiting,2.02,1,circuitous movement
folklife,2.02,1,Folklore; those cultural traditions passed down orally or informally.
flippy,2.02,2,A flippy disk.
glaucus,2.02,2,"Any member of the genus Glaucus of nudibranchiate mollusks, found in the warmer latitudes, swimming in the open sea, strikingly colored with blue and silvery white."
grindhouse,2.02,1,A low-budget film theater that shows primarily exploitation films
herdman,2.02,1,Someone who herds animals; a herdsman.
localhost,2.02,1,"The computer being used locally, contrasted with remote computers elsewhere on a network."
powerbomb,2.02,1,A professional wrestling throw in which an opponent is lifted up (usually so that they are sitting on the wrestler's shoulders) and then slammed back-first down to the mat.
thema,2.02,1,A subject or theme.
cyberwarfare,2.02,1,"Warfare taking place on the Internet, as by disrupting critical online services."
cyclization,2.02,2,"The process of cyclizing, of becoming or causing to become aromatic."
diener,2.02,1,"A morgue worker responsible for handling, moving, and cleaning the corpse."
pendejo,2.01,1,A stupid person.
humbucker,2.01,1,"A pickup, on an electric guitar, that has a pair of coils of reverse polarity connected in series in order to reduce buzzing noise caused by mains frequency."
halloumi,2.01,1,"A traditional cheese from Cyprus, made from goat's and/or sheep's milk."
kercher,2.01,1,A bandana.
merkin,2.01,4,"A woman's pubic wig. Worn for nude stage appearances and by women, originally after shaving their pubic hair to eliminate lice or for other reasons, now often as a fashion item."
superdrug,2.01,1,An especially potent or effective drug.
hoose,2.01,1,house
chala,2.01,1,"Croton scouleri, a tree native to the Galapagos."
kringle,2.01,1,"A Scandinavian pastry, a variety of pretzel."
malwa,2.01,1,"beer made with millet, common in Africa"
mahila,2.01,1,Woman or women.
methoxy,2.01,1,The univalent radical CH₃-O- derived from methanol
megamind,2.01,1,A mind that is composed of other minds nested within it.
godman,2.01,1,A charismatic male guru.
subcarrier,2.01,1,"A separate signal carried on a main radio transmission, often carrying additional information such as voice or data."
botrytis,2.01,1,"Any fungus of the genus Botrytis, especially Botrytis cinerea which is responsible for the formation of noble rot on grapes."
toxoplasma,2.01,1,Any member of the genus Toxoplasma of parasitic sporozoans.
epoxide,2.01,2,"Any of a class of organic compound, cyclic ethers, having a three-membered ring; they are prepared by the selective oxidation of alkenes or by ring-closure of halohydrins; used to make plastics."
nanga,2.01,1,A simple wooden harp or zither used in central and eastern Africa.
widdle,2.01,2,Urine.
debye,2.01,1,"The CGS unit of electric dipole moment, defined as 1 D = 10⁻¹⁸ statcoulomb-centimetre and computable from the SI unit coulomb-metre by multiplying by the factor 3.33564 × 10⁻³⁰."
arber,2.01,1,One who engages in arbitrage; an arbitrageur.
apolipoprotein,2.01,1,Any polypeptide or protein that can serve as an apoprotein by binding with a lipid to form a lipoprotein.
pandan,2.01,2,"A screw pine, screw palms (Pandanus spp.)."
panko,2.01,1,"Coarse, dry breadcrumbs used in Japanese cuisine."
carbamazepine,2.01,1,"A synthetic compound of the benzodiazepine class, used as an anticonvulsant and analgesic drug."
zoomer,2.01,6,That which zooms.
perine,2.01,1,A sporoderm layer surrounding the exine of many spores
yager,2.01,2,"A heavy, muzzle-loading hunting rifle"
prest,2.01,5,A payment of wages in advance
abseiling,2.01,1,The process or act of abseiling.
topline,2.01,5,"The upper curvature of a horse's or dog's withers, back, and loin."
alvar,2.01,1,A limestone pavement.
orval,2.01,1,"A sage, of species Salvia viridis."
cannabidiol,2.01,1,A nonintoxicating cannabinoid found in the hemp plant Cannabis sativa.
infectivity,2.01,1,The ability of a pathogen to establish an infection
counterstrike,2.01,1,The tactic of counterattacking.
tafsir,2.01,1,"A grammatical, historical, allegorical and/or traditional interpretation of the Qur'an."
muthafucka,2.01,1,motherfucker
taqueria,2.01,1,A restaurant specializing in tacos and other Mexican food.
neuropeptide,2.01,1,"Any of several peptides, such as endorphins, that function as neurotransmitters."
remapping,2.01,1,A new mapping.
cerrado,2.01,2,A type of tropical savanna biome found in much of central Brazil and parts of Paraguay.
emeril,2.01,2,emery
bankside,2.01,1,The land by a riverbank.
beardy,2.01,5,A bearded person or animal:
wellbore,2.01,1,The hole produced when drilling an oil or gas well.
barfi,2.01,1,"An Indian dessert made from sweetened, condensed milk flavoured with fruit and spices."
kalamata,2.01,1,kalamata olive
hamsa,2.0,1,The Hand of Fatima.
stripey,2.0,2,"A marine fish found from Australia to Hawaii and Japan, Microcanthus strigosus, which is sometimes kept in aquaria."
fumarate,2.0,1,Any salt or ester of fumaric acid; they are produced in the body as part of the urea cycle.
beemer,2.0,1,A BMW motorcycle or automobile.
bemba,2.0,1,A type of folk drum used in Trinidad and Tobago.
broadhead,2.0,1,"A flat arrowhead with razor-sharp sides, intended to kill prey by causing severe bleeding."
softshell,2.0,2,A softshell turtle (Trionychidae).
rother,2.0,2,"A horned animal, especially an ox."
kirtan,2.0,1,A call-and-response chant performed in India's devotional traditions.
lassi,2.0,1,A drink made with yogurt diluted with water and flavoured with salt or fruit juice.
lifeform,2.0,1,Any specific living organism.
levan,2.0,1,A homopolysaccharide composed of D-fructofuranosyl.
vinyasa,2.0,2,"The transition between poses executed in succession, often timed with regular breathing."
citalopram,2.0,1,A drug that functions as a SSRI and is administered orally in the form of its hydrobromide C₂₀H₂₁FN₂O·HBr to treat depression and anxiety. It is marketed under the trademark Celexa.
sangiovese,2.0,2,Either of two grape varieties grown in Tuscany and Romagna.
biggy,2.0,4,Something large in size in comparison to similar things.
seleucid,2.0,1,Any member of the Seleucidae.
playland,2.0,1,An area of free recreation
absurdum,2.0,1,An illogical conclusion or state.
danna,2.0,2,Human feces.
phospholipase,2.0,1,Any of several enzymes that hydrolyze the phosphate ester bonds of phospholipids.
paulin,2.0,1,A tarpaulin.
idiocracy,2.0,2,A government run by idiots.
smokie,2.0,2,"A type of smoked sausage, often used for hot dogs."
moringa,2.0,1,"Any of several trees, of genus Moringa, that grow in tropical and subtropical India and Africa."
rituximab,2.0,1,A chimeric monoclonal antibody (trademark Rituxan) administered by intravenous injection especially to treat non-Hodgkin lymphoma and chronic lymphocytic leukemia by binding to the protein CD20 found 
enneagram,2.0,2,A nine-pointed stellate polygon
sicario,2.0,1,"hitman, hired killer (especially when referring to Latin American drug cartels)"
sieving,2.0,2,The act of passing something through a sieve.
microscale,2.0,3,A very small or microscopic scale.
mithril,2.0,1,"A fictional silvery metal of great strength and value, primarily in fantasy and role-playing settings."
rikishi,2.0,1,A sumo wrestler.
mortier,2.0,1,A cap of state worn by legal functionaries in France.
motherfuck,2.0,2,A motherfucker.
riegel,2.0,1,A transverse ridge of bedrock that has been exposed by glacial erosion.
caballo,2.0,1,A horse.
shafter,2.0,1,One who or that which shafts.
kodama,2.0,1,A type of Japanese tree spirit.
ustad,2.0,1,"a master, especially of music, in South Asia and the Middle East"
ascorbate,2.0,1,Any salt or ester of ascorbic acid.
artha,2.0,1,"One of the four aims of human life in Indian philosophy, along with dharma (righteousness), kama (desire), and moksha (liberation). The concept is variously translated, with translations including ""me"
ashman,2.0,1,One employed to collect ash.
unibrow,2.0,1,A pair of eyebrows which meet in the middle.
overclock,2.0,1,The act of overclocking.
terai,2.0,2,"A belt of marshy land, which lies between the foothills of the Himalayas and the plains."
telemovie,2.0,1,A feature film produced and originally distributed by a television network.
dimerization,2.0,1,Any chemical reaction in which two monomers react to form a dimer.
edtech,2.0,2,"Educational technology, that is, technology (usually information technology) that is focused on education."
calmodulin,2.0,1,A calcium-binding protein found in all nucleated cells
amphibia,2.0,1,The amphibians.
phentermine,2.0,1,An appetite suppressant of the amphetamine and phenethylamine classes.
porcini,2.0,1,"An edible mushroom (Boletus edulis), prized for its flavor."
