word,zipf,countable,uncountable,n_senses,first_gloss
cee,2.96,0,0,2,The name of the Latin script letter C/c.
airtime,2.96,1,1,5,The duration during which a radio or television program (or part of one) is transmitted.
bertram,2.96,0,0,1,A flowering plant of species Anacyclus pyrethrum.
commenter,2.96,0,0,1,One who comments.
nai,2.96,0,0,2,barber.
pfft,2.96,0,0,1,A short puffing sound.
reprise,2.96,0,0,7,A recurrence or resumption of an action.
dhoni,2.95,0,0,1,"A handcrafted sailboat with a motor or lateen sails, resembling a dhow, that is used in the Maldives."
deo,2.95,1,1,1,deodorant
didi,2.95,0,0,1,A respectful term of address to any familiar older female.
croc,2.95,0,0,2,A crocodile.
geriatric,2.95,0,0,1,An old person.
uninstall,2.95,0,0,1,An uninstallation process.
bff,2.95,0,0,1,Alternative letter-case form of BFF.
nitric,2.95,0,1,1,Nitric acid.
cleary,2.95,0,0,1,"A clear marble (sphere used in games), usually colored, but without decoration or design."
fung,2.95,0,0,2,Alternative form of fum (“fabulous Chinese bird”).
dooley,2.95,0,0,1,Alternative form of dooly (“basic Indian litter; stretcher; litter”).
pent,2.95,0,0,3,Confinement; concealment.
mongering,2.95,0,1,2,"Trading or peddling (typically, of a specified commodity)."
transcendent,2.95,0,0,1,That which surpasses or is supereminent; something excellent.
sansa,2.95,0,0,1,Alternative spelling of zanza..
forma,2.95,0,0,1,Synonym of form (“the component of a thing that determines its kind”).
boyer,2.95,0,0,1,A Flemish sloop with a castle at each end.
hardline,2.95,0,0,3,A retail product collection consisting primarily of hardware targeting the do-it-yourself customer.
abv,2.95,1,1,1,Alternative letter-case form of ABV (“alcohol by volume”).
ach,2.95,0,0,1,"Any of several species of plants, such as smallage, wild celery, parsley."
lightsaber,2.95,0,0,2,A sword having a blade made of a powerful beam of light or energy.
oe,2.95,0,0,2,A small island.
shithole,2.95,0,0,5,The anus.
jiu,2.95,0,1,1,Any Chinese alcoholic beverage
installer,2.94,0,0,2,One who installs.
frisco,2.94,0,0,1,Synonym of frisk (“brisk and lively movement”).
deepwater,2.94,0,1,1,Brine collected in a seafloor depression (brine pool).
palma,2.94,0,0,1,"Alternative form of palmo, traditional Portuguese and Spanish units of length."
petro,2.94,0,0,1,"A Venezuelan cryptocurrency launched in 2018, supposed to be backed by the country's oil and mineral reserves. Symbol: ₽."
zayn,2.94,0,0,1,The letter ز in the Arabic script.
bevan,2.94,0,0,1,a bogan
tilly,2.94,0,0,2,An extra product given to a customer at no additional charge; a lagniappe.
sed,2.94,0,0,1,A line fastening a fish-hook.
birdman,2.94,0,0,3,A man who works with birds.
preset,2.94,0,0,2,A setting that is set in advance.
butthole,2.94,0,0,3,The anus.
saad,2.94,0,0,1,The letter ص in the Arabic script.
tut,2.94,0,1,4,A tutorial.
gove,2.94,0,0,1,A mow; a rick for hay.
katniss,2.94,0,1,1,"Sagittaria spp., herbaceous perennial flowering plants that grow in water."
juve,2.94,0,0,1,A child actor.
dona,2.94,0,0,1,Alternative form of donah.
saith,2.94,0,0,1,Alternative form of saithe (“type of fish”).
slideshow,2.94,0,0,3,"A presentation of a series of photographic slides, usually with a spoken or recorded explanation."
chopin,2.94,0,0,1,A liquid unit of measure of almost half a pint.
constitutionality,2.94,0,1,1,The status of being constitutional; of being in accord with the provisions of the appropriate constitution.
idly,2.93,0,0,1,Alternative spelling of idli.
maki,2.93,0,1,3,A ring-tailed lemur (Lemur catta).
southside,2.93,0,0,1,"The southern side of a building, street, city, area, etc."
videogame,2.93,0,0,1,Alternative spelling of video game.
libra,2.93,0,0,6,"A Roman unit of mass, usually equivalent to 327 g."
punta,2.93,0,1,1,A Garifuna style of festive music and dance.
edu,2.93,0,0,1,education.
jpg,2.93,0,0,1,Alternative letter-case form of JPG.
ppi,2.93,0,1,2,Initialism of pixels per inch.
camino,2.93,0,0,1,The route followed on a pilgrimage through Spain.
pregame,2.93,0,0,3,"A social gathering of friends who get together to drink before going out to a party or a sports game, in order to generate a slight feeling of intoxication before going out for the night."
modus,2.93,0,0,3,"The arrangement of, or mode of expressing, the terms of a contract or conveyance."
twink,2.93,0,1,10,"One or more very small, short bursts of light."
nao,2.93,0,0,1,A Spanish or Portuguese carrack.
cooley,2.93,0,0,1,Alternative spelling of coulee.
config,2.93,0,0,1,Configuration.
multitasking,2.93,0,1,2,The simultaneous execution of multiple tasks (programs) under the control of an interrupt-driven operating system.
photoshoot,2.93,0,0,1,A session in which a photographer takes a number of photographs of a person or group of people.
rechargeable,2.92,0,0,1,A device that may be recharged
concealer,2.92,1,1,3,"Something that, or someone who, conceals."
replaceable,2.92,0,0,1,Anything that can be replaced.
masterclass,2.92,0,0,1,Alternative form of master class.
soulmate,2.92,0,0,1,"Someone, especially a romantic partner, with whom one is exceptionally or uniquely compatible or has a special, almost spiritual connection."
satoshi,2.92,0,0,1,A hundred-millionth (10⁻⁸) of a bitcoin; the same as 10 nanocoins (nBTC) or 10⁻⁸ BTC.
sarkar,2.92,0,0,5,An administrative unit used mostly in the Muslim states of South Asia.
nou,2.92,0,1,1,Alternative form of noh (“classical Japanese music drama”).
bol,2.92,0,1,1,bolognese
mano,2.92,0,0,1,"A stone resembling a rolling pin, used to grind maize or other grain on a metate."
firefighting,2.92,0,1,3,The extinguishing of a fire.
tse,2.92,0,0,1,"The Cyrillic letter Ц, ц."
presto,2.92,0,1,1,A pair of fives as a starting hand in Texas hold 'em.
langer,2.92,0,0,3,Fool; idiot; annoying or contemptible person (usually male).
caf,2.92,1,1,3,A café.
florentine,2.92,1,1,3,"A biscuit consisting mostly of nuts and preserved fruit, usually coated with chocolate on one side."
freeport,2.92,0,0,1,Alternative form of free port.
silverstone,2.92,1,1,1,Alternative form of silver stone (“silver ore”).
jacuzzi,2.92,0,0,1,A hot tub or whirlpool bath with underwater jets that massage the body.
goalscorer,2.92,0,0,1,"A person who scores a goal, or scores goals."
wiseman,2.92,0,0,1,Obsolete form of wise man.
reverb,2.92,0,1,1,An electronic effect which simulates echoes or reverberations in the sound signal being processed.
rodman,2.92,0,0,1,Synonym of rodsman.
malia,2.91,0,0,1,"A passerine bird endemic to Sulawesi, of species Malia grata."
matchday,2.91,0,0,1,Alternative form of match day.
melton,2.91,1,1,1,"A tough, short-napped material used for making overcoats."
podesta,2.91,0,0,2,A chief magistrate of various Italian republics and city-states in the Middle Ages.
polaroid,2.91,0,0,4,"A sheet of plastic embedded with microscopic crystals of herapathite or similarly acting material, so that light passing through it is polarized."
relaunch,2.91,0,0,1,The act or fact of launching again.
starfleet,2.91,0,0,1,A fleet of starships; a space navy.
hammersmith,2.91,0,0,1,A maker of hammers.
kwan,2.91,0,0,1,A school of Korean martial arts.
crowder,2.91,0,0,2,One who crowds or pushes.
asexual,2.91,0,0,3,"A species which reproduces by asexual rather than sexual reproduction, or a member of such a species."
boop,2.91,0,0,2,A low-pitched beeping sound.
refinancing,2.91,0,0,1,One or more loans or other borrowings that repay and replace previous financings.
clamping,2.91,1,1,1,The act by which something is clamped.
ema,2.91,0,0,1,"A wooden plaque bearing a prayer or wish, left hanging at a Shinto shrine."
ballon,2.91,1,1,2,The quality of a jump by which a ballet dancer appears to pause in midair
celiac,2.91,0,0,1,Someone who has celiac disease.
shang,2.91,0,0,1,A Chinese unit of land area equivalent to 15 mu or about one hectare.
setlist,2.91,0,0,1,A list of the songs to be played by a particular band or musical act for a particular show or tour.
woodhouse,2.91,0,0,1,A house or shed for storing (chopped) wood
helpline,2.91,0,0,1,"A telephone service (or (by extension) one using email, SMS, or the Web) which offers help to those who call, as either a public emergency service or customer service."
jer,2.91,0,0,2,Clipping of jerfalcon.
treehouse,2.91,0,0,2,"A house, or similar structure within a tree, or several trees, built with light materials."
inbred,2.9,0,0,2,A plant or animal produced by inbreeding.
loa,2.9,0,0,1,"In the voodoo religion, a spirit intermediary between Bondye (the creator god) and human beings."
slimmer,2.9,0,0,2,A person who is trying to become slim by dieting.
avis,2.9,0,0,1,advice; opinion; deliberation.
familia,2.9,0,0,2,"A household or religious community under one head, regarded as a unit."
psychopathic,2.9,0,0,1,A psychopath.
unitarian,2.9,0,0,4,"A Christian who denies the doctrine of the Trinity, usually stressing some distinctions between God the Father and God the Son without denying the divinity of Jesus."
highlander,2.9,0,1,4,A person who inhabits the Scottish Highlands.
antivirus,2.9,0,0,1,"A piece of software that is used to detect, delete and or neutralize computer-based viruses."
carotid,2.9,0,0,1,Either of the two main arteries that supply blood to the head of which the left in humans arises from the arch of the aorta and the right by bifurcation of the brachiocephalic artery with each passing
coed,2.9,0,0,1,Alternative form of co-ed.
baller,2.9,0,0,6,A kitchenware utensil for cutting ball-shaped pieces of foods.
pooja,2.9,1,1,1,Alternative form of puja.
dowd,2.9,0,0,2,"A dowdy person, especially a woman; a frump."
pho,2.9,0,1,1,"A Vietnamese soup with a beef base, typically served with rice noodles and optionally beef or chicken."
habeas,2.9,0,0,1,A habeas corpus.
hain,2.9,0,0,1,An enclosure; a park
shemale,2.9,0,0,3,A male-to-female transsexual or transgender person; a trans woman.
zo,2.9,0,0,1,Alternative spelling of dzo.
titular,2.9,0,0,2,One who holds a title.
bak,2.9,0,0,1,A wooden clapper used in Korean courts and rituals
jihadi,2.89,0,0,1,A jihadist.
shoutout,2.89,0,0,1,Alternative spelling of shout-out.
zheng,2.89,0,0,1,Synonym of guzheng.
zine,2.89,0,0,1,"A low-circulation, noncommercial publication of original or appropriated texts and images, especially one of minority interest."
snell,2.89,0,0,1,"A short line of horsehair, gut, monofilament, etc., by which a fishhook or lure is attached to a longer (and usually heavier) line."
fem,2.89,0,0,2,Synonym of femme.
kryptonite,2.89,0,1,2,The one weakness of something or someone that is otherwise invulnerable.
erick,2.89,0,0,1,Alternative form of eric (“fine paid as compensation for violent crimes”).
asymptomatic,2.89,0,0,2,A person or an animal that exhibits no symptoms of disease.
fein,2.89,0,0,1,Alternate spelling of feen. Popularized by Travis Scott
xxxx,2.89,0,0,1,Alternative letter-case form of XXXX (“fuck”).
wasserman,2.89,0,0,1,"A mythical sea monster, part man, thought to destroy ships."
masala,2.89,1,1,3,"Any of many blends of spices used in Indian cuisine, most often containing cardamom, coriander, mace together with pepper, nutmeg, fennel seeds, jeera etc."
douchebag,2.89,0,0,3,A sterile container for holding fluid used in a vaginal douche.
doggo,2.89,0,0,1,A dog.
blackman,2.89,0,0,1,Alternative form of black man.
hamza,2.89,0,0,1,"A sign used in the written Arabic language representing a glottal stop. Hamza may appear as a stand-alone letter (ء (ʔ)) or most commonly diacritically over or under other letters, e.g. أ (ʔ) (over an"
rebrand,2.89,0,0,1,"A change to the brand name, logo, or image of a product or company."
subsurface,2.89,1,0,2,Something that is below the layer that is on the surface.
nene,2.89,0,0,1,"The Hawaiian goose, Branta sandvicensis, which was designated the state bird of Hawaii in 1957."
maha,2.89,0,0,1,A kind of monkey; the wanderoo.
barcode,2.89,0,0,3,"Any set of machine-readable parallel bars or concentric circles, varying in width, spacing, or height, encoding information according to a symbology."
mecha,2.89,0,0,1,"A large armoured robot on legs, typically controlled by a pilot seated inside."
pomona,2.89,0,0,1,A treatise on fruits.
barra,2.89,0,0,2,A barrow; a hand-pushed cart of the type commonly used in markets.
occidental,2.89,0,0,1,A Western Christian of the Latin rite
artsy,2.89,0,0,1,Alternative form of artsie.
nerf,2.89,0,0,1,"The deterioration, weakening or worsening of a character, a weapon, a spell, etc."
electrochemical,2.88,0,0,1,Any chemical material prepared electrochemically.
baz,2.88,0,1,1,A metasyntactic variable used to stand for some unspecified entity; typically the third in a series after foo and bar.
lupe,2.88,0,0,1,The Pacific imperial pigeon (Ducula pacifica).
portia,2.88,0,0,1,"Thespesia populnea, a flowering plant of the mallow family, found especially in parts of India."
lumia,2.88,0,1,2,A certain pear-shaped citrus fruit.
maru,2.88,0,0,3,"A Japanese ship, especially a merchant ship."
dba,2.88,0,0,2,An alias of a business entity.
duper,2.88,0,0,1,a person who dupes another
clough,2.88,0,0,5,"A narrow valley; a cleft in a hillside; a ravine, glen, or gorge."
supp,2.88,0,0,1,"A support (in a competitive video game, a player or character who supports or heals their team's players rather than directly engaging enemies)."
rebranding,2.88,0,0,1,"The association of a new brand, trademark, image, or appearance with a product or service."
habib,2.88,0,0,1,mate; a term of endearment for a friend
myron,2.88,0,1,1,chrism; myrrh
nis,2.88,0,0,1,"A nix; a hobgoblin, especially one that resides in a farm house."
boba,2.88,1,1,3,Synonym of tapioca pearl.
cabernet,2.88,1,1,1,"Cabernet Sauvignon, a wine."
firefight,2.88,0,0,2,A skirmish involving an exchange of gunfire.
shiro,2.88,0,1,2,A stew of Ethiopia and Eritrea origin whose primary ingredient is powdered chickpeas or broad-bean meal.
asha,2.88,0,1,1,"The concept of truth and existence in Zoroastrianism, usually associated with the Amesha Spentas."
underpinning,2.88,0,0,3,"A support or foundation, especially as a structure of masonry that supports a wall."
kona,2.88,0,0,1,southwester
cro,2.88,0,1,2,Synonym of bro (“a male comrade or friend”).
falk,2.88,0,0,1,The razorbill.
kickboxing,2.88,0,1,1,"A hybrid martial art derived from Muay Thai, karate, and especially boxing during the 1960s to 1970s; more generally, any stand-up combat sport that combines kicks and punches."
widescreen,2.88,0,0,1,"A screen with a wider aspect ratio than the ordinary 35-millimeter frame, making more effective use of the human field of view and producing a more immersive view experience."
indeterminate,2.88,0,0,2,A symbol that resembles a variable or parameter but is used purely formally and neither signifies nor is ever assigned a particular value;
pulaski,2.88,0,0,1,"A double-ended fire-fighting tool, usually long-handled, and having an ax-blade on one side and a mattock-blade on the other."
hidalgo,2.88,0,0,1,"A member of the Spanish nobility, especially one without a title."
airbag,2.88,0,0,3,"A protective system in automobiles in which when a crash occurs, a bag containing nitrogen, formed by the explosive decomposition of sodium azide, quickly inflates in front of the driver or passenger,"
aida,2.88,1,1,1,Synonym of Aida cloth.
wy,2.88,0,0,1,The name of the letter Y.
resupply,2.88,1,1,2,The act of supplying again.
grinch,2.87,0,0,2,A grouch or killjoy.
sheng,2.87,0,0,1,"A Chinese wind instrument, a free-reed mouth organ consisting of 13 or more bamboo pipes of various lengths, which are fixed at their bases in a wind chest made from a dried gourd (or, more recently, "
dehydrogenase,2.87,0,0,1,Any of several enzymes that catalyze the removal of hydrogen (a proton) from biological compounds.
spousal,2.87,0,0,1,Espousal; marriage; nuptials.
searchable,2.87,0,0,1,"Something that can be searched, or searched for."
slog,2.87,1,1,4,"A long, tedious walk or march."
omer,2.87,0,1,4,A former small Hebrew unit of dry volume equal to about 2.3 L or 2.1 quarts.
hander,2.87,0,0,3,One who hands over or transmits; a conveyor in succession
