variant,canonical,verdict,variant_verdict,canonical_verdict,note,dist,plural_side,v_zipf,c_zipf,v_pos,c_pos,v_wikt,c_wikt,v_corpus,c_corpus,v_gloss,c_gloss
appanage,apanage,variant,,,,1,,1.49,0.0,,,noun:1;verb:1,noun:2;verb:1,NOUN:1,,Alternative form of apanage.,A grant (especially by a sovereign) of land (or other source of revenu
arquebus,harquebus,variant,,,,1,,1.49,0.0,,,noun:1;verb:1,noun:2,,,Alternative form of harquebus (“an obsolete matchlock firearm”).,An obsolete matchlock firearm.
embassador,ambassador,variant,,,,1,,1.48,4.35,,,noun:1,noun:4,,NOUN:27,Obsolete spelling of ambassador.,A diplomat of the highest rank sent to a foreign court to represent th
praesidium,presidium,variant,,,,1,,1.48,2.41,,,noun:1,noun:2,,,Alternative form of presidium.,"A permanent executive committee, used primarily in Communist countries"
paleogeography,palaeogeography,reverse,,,,1,,1.48,1.22,,,noun:1,noun:2,,,Alternative spelling of palaeogeography.,"The study of historical geography — of the (chiefly physical, but some"
randomisation,randomization,variant,,,,1,,1.47,2.47,,,noun:1,noun:1,,NOUN:1,Alternative spelling of randomization.,The process of making random.
centrefold,centerfold,variant,,,,2,,1.47,2.3,,,noun:1,noun:4,,,Alternative spelling of centerfold.,The single larger sheet of paper that forms the middle two pages of a 
loofa,loofah,variant,,,,1,,1.47,2.05,,,noun:1;verb:1,noun:3;verb:1,,,Alternative spelling of loofah.,"Any of several tropical vines of the genus Luffa, having almost cylind"
tenia,taenia,reverse,,,,1,,1.47,1.72,,,noun:1,noun:4,,,Alternative spelling of taenia.,A ribbon worn in the hair in ancient Greece.
plowshare,ploughshare,variant,,,,3,,1.47,1.55,,,noun:1,noun:1,,,Alternative spelling of ploughshare.,"The cutting edge of a plough, typically a metal blade."
reveler,reveller,variant,,,,1,,1.47,1.47,,,noun:1,noun:1,,,Alternative spelling of reveller.,One who attends revels; a partygoer.
extravert,extrovert,variant,,,,1,,1.46,2.57,,,adj:1;noun:1;verb:1,adj:1;noun:1;verb:1,,NOUN:1,Alternative spelling of extrovert.,"An extroverted person: one who is outgoing, sociable, and concerned wi"
viremia,viraemia,reverse,,,,1,,1.46,0.0,,,noun:1,noun:1,,,Alternative spelling of viraemia.,The condition or disease of having a virus in the bloodstream.
creese,kris,variant,,,,4,,1.45,3.65,,,noun:1;verb:1,noun:1;verb:1,,,Archaic form of kris.,"A traditional Indonesian, Malaysian, or Filipino sword or dagger havin"
pastille,pastel,unrelated,,,,3,,1.45,3.25,,,noun:6;verb:1,noun:7,,NOUN:3,"A flavoured candy or sweet, often round and somewhat flat in shape.","Any of several subdued tints of colors, usually associated with pink, "
creatin,creatine,variant,,,,1,,1.45,2.8,,,noun:1,noun:1,,,Alternative form of creatine.,"An amino acid, 2-(carbamimidoyl-methyl- amino)acetic acid, which natur"
perve,perv,variant,,,,1,,1.45,2.8,,,noun:1;verb:1,noun:2;verb:2,,,Alternative form of perv.,A pervert.
titbit,tidbit,variant,,,,1,,1.45,2.57,,,noun:1,noun:4,,NOUN:1,Alternative form of tidbit.,A part of poultry when prepared as food
pean,paean,reverse,,,,1,,1.45,2.41,,,noun:3;verb:2;adj:1,noun:3;verb:1,,NOUN:2,A heraldic fur of gold spots on a black field.,"A chant or song, especially a hymn of thanksgiving for deliverance or "
cornelian,carnelian,variant,,,,1,,1.45,2.17,,,noun:3,noun:1,,,Alternative form of carnelian.,"A hard, reddish brown chalcedony used in jewelry."
tappa,tapa,variant,,,,1,,1.45,2.12,,,noun:2,noun:3,,,Alternative form of tapa (“cloth made from mulberry bark”).,A kind of cloth prepared by the Polynesians from the inner bark of the
soubriquet,sobriquet,variant,,,,1,,1.45,2.11,,,noun:1,noun:1,NOUN:1,NOUN:2,Alternative spelling of sobriquet.,A familiar name for a person or thing; a nickname (sometimes assumed b
radicle,radical,unrelated,,adj,,2,,1.44,4.33,,,noun:3,noun:14;adj:9,,ADJ:35,The rudimentary shoot of a plant which supports the cotyledons in the ,A root (of a number or quantity).
maffia,mafia,variant,,,,1,,1.44,3.83,,,noun:1,noun:4,,NOUN:2,Obsolete spelling of mafia.,A hierarchically structured secret organisation engaged in illegal act
clon,clone,variant,,,,1,,1.44,3.68,,,noun:1,noun:5;verb:1,,,Obsolete spelling of clone.,A living organism (originally a plant) produced asexually from a singl
sherd,shard,variant,,,,1,,1.44,3.0,,,noun:1,noun:8;verb:3,,,Alternative form of shard.,"A piece of broken glass or pottery, especially one found in an archaeo"
cardamon,cardamom,variant,,,,1,,1.44,2.71,,,noun:1,noun:3,,NOUN:1,Alternative spelling of cardamom.,"An herb, native to India (Elettaria cardamomum)."
hyperglycaemia,hyperglycemia,variant,,,,1,,1.44,2.31,,,noun:1,noun:1,,,Alternative spelling of hyperglycemia.,An unusually high concentration of sugar in the blood
mortice,mortise,variant,,,,1,,1.44,2.16,,,noun:1;verb:1,verb:3;noun:2,,,Alternative spelling of mortise.,A hole that is made to receive a tenon so as to form a joint.
duellist,duelist,variant,,,,1,,1.44,2.08,,,noun:1,noun:1,,,Alternative spelling of duelist.,A person who fights a duel.
cowry,cowrie,variant,,,,2,,1.44,1.76,,,noun:1,noun:3,,,Alternative spelling of cowrie.,"A small gastropod (Monetaria moneta, syn. Cypraea moneta) common in th"
epilog,epilogue,reverse,,,,2,,1.43,3.13,,,noun:1,noun:4;verb:1,,NOUN:1,Uncommon spelling of epilogue.,"A short speech, spoken directly at the audience at the end of a play"
kalif,caliph,variant,,,,3,,1.43,2.91,,,noun:2,noun:1,,,Alternative spelling of caliph.,The holder of a monarchical title based on a claim to be a successor o
adjustor,adjuster,variant,,,,1,,1.43,2.68,,,noun:1,noun:2,,,Alternative form of adjuster.,"One who adjusts something, especially the amount of compensation due i"
tippler,tipple,unrelated,,,,1,,1.43,2.39,,,noun:6,verb:5;noun:3,,VERB:1,A seller of alcoholic liquors; keeper of a tippling-house or tavern.,An area near the entrance of mines which is used to load and unload co
aery,eyrie,variant,,,,4,,1.43,2.25,,,adj:1;noun:1,noun:2,,,Dated spelling of eyrie.,The nest of a bird of prey.
kinsfolk,kinfolk,variant,,,,1,,1.43,2.1,,,noun:1,noun:1,,,Alternative spelling of kinfolk.,"Relatives, relations."
federalisation,federalization,variant,,,,1,,1.43,1.95,,,noun:1,noun:2,,,Non-Oxford British English standard spelling of federalization.,The unification of states to form a federal union.
fontanel,fontanelle,variant,,,,2,,1.43,1.8,,,noun:1,noun:2,NOUN:1,,Alternative spelling of fontanelle.,A soft membraneous spot on the head of a baby due to incomplete fusion
ascendent,ascendant,variant,,,,1,,1.42,2.87,,,adj:1;noun:1,noun:8;adj:6,,,Archaic spelling of ascendant.,The degree of the zodiac or point of the ecliptic which rises in an ea
scaley,scaly,variant,,,,1,,1.42,2.81,ADJ,ADJ,adj:1;noun:1,adj:4;noun:1,,,Alternative form of scaly.,The scaly yellowfish (Labeobarbus natalensis).
cupper,cuppa,unrelated,,,,2,,1.42,2.7,,,noun:6,noun:3,,,Someone with a specific bra size.,A cup of tea (or sometimes any hot drink).
behaviourism,behaviorism,variant,,,,1,,1.42,2.16,,,noun:2,noun:2,,,British standard spelling of behaviorism,"An approach focusing on observable behavior which, generally assuming "
luffa,loofah,variant,,,,3,,1.42,2.05,,,noun:1,noun:3;verb:1,,,Alternative spelling of loofah.,"Any of several tropical vines of the genus Luffa, having almost cylind"
subsidisation,subsidization,variant,,,,1,,1.42,1.89,,,noun:1,noun:1,,,Alternative form of subsidization.,The act or process of subsidizing.
mackle,macule,variant,,,,1,,1.42,0.0,,,verb:3;noun:1,noun:2;verb:1,,,Obsolete form of macule.,A spot.
belligerency,belligerence,variant,,,,1,,1.41,2.12,,,noun:1,noun:2,,NOUN:2,Alternative form of belligerence.,The state of being belligerent; aggressive inclination to war or viole
kopeck,kopek,variant,,,,1,,1.41,1.41,,,noun:1,noun:3,,,Alternative spelling of kopek.,A Russian monetary unit equal to one hundredth of a ruble.
goony,gooney,unrelated,,,,1,,1.41,1.31,,,adj:2;noun:2,noun:2,,,"a goon; a foolish, stupid, silly, or awkward person.","Any of several albatrosses, especially the black-footed albatross (Dio"
barcarolle,barcarole,variant,,,,1,,1.41,0.0,,,noun:1,noun:2,,,Alternative spelling of barcarole.,"A Venetian folk song traditionally sung by gondoliers, often in ⁶⁄₈ or"
curbstone,kerbstone,reverse,,,,2,,1.41,0.0,,,noun:1,noun:1,,,US spelling of kerbstone.,A paving stone that forms part of a kerb.
chyle,chile,unrelated,,name,,1,,1.4,4.06,,,noun:2,noun:2,,PROPN:4,"A digestive fluid containing fatty droplets, found in the small intest",Alternative spelling of chili.
cigaret,cigarette,variant,,,,2,,1.4,4.06,,,noun:1,noun:1;verb:1,NOUN:1,NOUN:31,Dated spelling of cigarette.,"A small cigar consisting of tobacco or another substance, wrapped up i"
rabbet,rabbit,unrelated,,,,1,,1.4,4.05,,,noun:2;verb:1,noun:10;verb:4,,NOUN:11,"A longitudinal channel, groove, or recess cut out of the edge or face ","A mammal of most genera of the family Leporidae, with long ears, long "
linage,lineage,variant,,,,1,,1.4,3.46,,,noun:1,noun:3,NOUN:3,NOUN:2,Alternative spelling of lineage.,Descent in a line from a common progenitor; progeny; descending line o
wannabee,wannabe,variant,,,,1,,1.4,3.26,,,noun:1,noun:2,,,Alternative form of wannabe.,"Someone who wishes to be someone or do something, but lacks the qualif"
highjack,hijack,variant,,,,2,,1.4,3.11,,,noun:1;verb:1,noun:5;verb:3,,,Alternative spelling of hijack.,An instance of hijacking; the illegal seizure of a vehicle; a hijackin
faqir,fakir,variant,,,,1,,1.4,2.17,,,noun:1,noun:3,,,Alternative spelling of fakir.,A religious mendicant who owns no personal property.
snowplough,snowplow,variant,,,,3,,1.4,2.16,,,noun:1;verb:1,noun:3;verb:2,,,Alternative form of snowplow.,A motorized vehicle that is used to push snow off flat surfaces such a
manakin,manikin,unrelated,,,,1,,1.4,1.9,,,noun:2,noun:3,,NOUN:1,Any of several small Central and South American passerine birds of the,A little man (sometimes as a term of endearment).
grayness,greyness,variant,,,,1,,1.4,1.65,,,noun:1,noun:1,,,Alternative form of greyness.,The quality or state of being grey.
bolshy,bolshie,variant,,,,2,,1.4,1.5,,,adj:1;noun:1,adj:1;noun:1,,,Alternative spelling of bolshie.,"A government leftist, especially a communist, socialist, or labour uni"
sanyasi,sannyasi,variant,,,,1,,1.4,1.43,,,noun:1,noun:1,,,Alternative form of sannyasi.,"A man in the stage of sannyasa; a wandering ascetic, a religious mendi"
blether,blather,variant,,,,1,,1.39,2.25,,,noun:1;verb:1,noun:2;verb:2,,,Alternative spelling of blather.,Foolish or nonsensical talk.
epaulet,epaulette,variant,,,,2,,1.39,1.58,,,noun:1,noun:4,,,Alternative form of epaulette (“shoulder decoration on a uniform; tegu,"An ornamentation, worn on the shoulders of a military uniform, as a si"
cyder,cider,variant,,,,1,,1.38,3.5,,,noun:1,noun:6,,NOUN:2,Archaic spelling of cider.,"An alcoholic, often sparkling (carbonated) beverage made from fermente"
litoral,littoral,variant,,,,1,,1.38,2.69,,,adj:1;noun:1,noun:2;adj:1,,,Alternative spelling of littoral.,"A shore, coastline, or coast."
sheesha,shisha,variant,,,,2,,1.38,2.41,,,noun:1,noun:3,,,Alternative spelling of shisha.,"An Arabic water-pipe, or hookah."
cataloger,cataloguer,variant,,,,1,,1.38,1.47,,,noun:1,noun:2,,,Alternative spelling of cataloguer.,One who catalogues.
arctan,arctangent,unrelated,,,,4,,1.38,1.09,,,noun:1,noun:1,,,Abbreviation of arctangent.,Any of several single-valued or multivalued functions that are inverse
chanty,shanty,variant,,,,1,,1.37,2.75,,,noun:1,noun:4;adj:2;verb:1,,NOUN:3,Alternative spelling of shanty (“song”).,A roughly-built hut or cabin.
sharpy,sharpie,variant,,,,2,,1.37,2.73,,,noun:1,noun:8,,,Alternative spelling of sharpie.,An alert person.
idyl,idyll,variant,,,,1,,1.37,2.44,,,noun:1,noun:3,,NOUN:2,Alternative spelling of idyll.,Any poem or short written piece composed in the style of Theocritus's 
towny,townie,variant,,,,2,,1.37,2.2,,,adj:1;noun:1,noun:8,,,Alternative spelling of townie.,A person living in a university area who is not associated with the un
leitmotiv,leitmotif,variant,,,,1,,1.37,2.04,,,noun:1,noun:2,NOUN:1,NOUN:1,Alternative form of leitmotif.,"A melodic theme associated with a particular character, place, thing o"
beldam,beldame,variant,,,,1,,1.37,1.08,,,noun:1,noun:2,,,Alternative spelling of beldame.,A grandmother.
theorization,theorisation,reverse,,,,1,,1.37,0.0,,,noun:1,noun:3,,,Alternative form of theorisation.,Something theorised; a theory.
hareem,harem,variant,,,,1,,1.36,3.13,,,noun:1,noun:6,,NOUN:2,Obsolete spelling of harem.,The private section of a Muslim household forbidden to male strangers.
magnetisation,magnetization,variant,,,,1,,1.36,2.44,,,noun:1,noun:2,,,Alternative spelling of magnetization.,"The act of magnetizing, or the state of being magnetized"
sanitisation,sanitization,variant,,,,1,,1.36,1.76,,,noun:1,noun:2,,,Alternative spelling of sanitization.,The act of sanitizing something.
pipal,peepul,variant,,,,3,,1.36,1.17,,,noun:1,noun:1,,,Alternative form of peepul.,"The sacred fig, Ficus religiosa."
paleoclimatology,palaeoclimatology,reverse,,,,1,,1.36,1.04,,,noun:1,noun:1,,,Alternative form of palaeoclimatology.,The scientific study of prehistoric climate of the Earth.
prevue,preview,variant,,,,2,,1.35,3.96,,,noun:1;verb:1,noun:5;verb:2,,NOUN:1,Alternative form of preview.,An experience of something in advance.
caffein,caffeine,variant,,,,1,,1.35,3.67,,,noun:1,noun:1,,,Dated spelling of caffeine.,"An alkaloid, C₈H₁₀N₄O₂, found naturally in tea and coffee plants, whic"
bogy,bogey,variant,,,,1,,1.35,2.92,,,noun:2,noun:15;verb:2,NOUN:2,NOUN:5,Alternative form of bogey.,"A ghost, goblin, or other hostile supernatural creature."
mujahadeen,mujahideen,variant,,,,1,,1.35,2.71,,,noun:1,noun:1,,,Alternative spelling of mujahideen.,plural of mujahid
chadar,chador,variant,,,,1,,1.35,1.68,,,noun:1,noun:1,,,Alternative spelling of chador.,"A loose robe made from a single cloth, worn as a combination head cove"
congeneric,congener,variant,,,,2,,1.35,1.67,,,adj:1;noun:1,noun:4,,,Alternative form of congener.,A plant or animal of the same taxonomic genus as another.
encrustation,incrustation,variant,,,,1,,1.35,1.31,,,noun:1,noun:5,,,Alternative form of incrustation.,"The act of incrusting, or the state of being incrusted."
autogiro,autogyro,variant,,,,1,,1.35,1.22,,,noun:1,noun:1,,,Alternative form of autogyro.,An aircraft in which lift is provided by unpowered rotating wings and 
fitspo,fitspiration,unrelated,,,,4,,1.35,1.03,,,noun:1,noun:1,,,Clipping of fitspiration.,Photographs or other material intended to provide motivation to exerci
bocci,bocce,variant,,,,1,,1.34,2.26,,,noun:1,noun:2,,,Alternative form of bocce.,"A game, similar to bowls or pétanque, played on a long, narrow, dirt-c"
atomisation,atomization,variant,,,,1,,1.34,1.95,,,noun:1,noun:2,NOUN:1,,Alternative spelling of atomization.,The act or an instance of atomizing.
materialisation,materialization,variant,,,,1,,1.34,1.89,,,noun:1,noun:3,,,Non-Oxford British English standard spelling of materialization.,The conversion of something into a physical form.
syph,syphilis,unrelated,,,,4,,1.33,3.1,,,noun:1,noun:1,,,Clipping of syphilis.,"A disease spread via sexual activity, caused by the bacterium Treponem"
factorisation,factorization,variant,,,,1,,1.33,2.41,,,noun:1,noun:3,,,Alternative spelling of factorization.,The process of creating a list of factors.
vaporisation,vaporization,variant,,,,1,,1.33,2.26,,,noun:1,noun:2,,NOUN:1,Alternative spelling of vaporization.,A conversion of a solid or a liquid into a gas.
garrotte,garrote,variant,,,,1,,1.33,1.92,,,noun:1;verb:1,noun:2;verb:2,,,Alternative spelling of garrote.,An iron collar formerly used in Spain to execute people by strangulati
caravansary,caravanserai,variant,,,,3,,1.33,1.64,,,noun:1,noun:4,,,Alternative spelling of caravanserai.,"A roadside inn, usually having a central courtyard where caravans (see"
beigel,bagel,variant,,,,2,,1.32,3.18,,,noun:1,noun:4;verb:2,,,Alternative spelling of bagel.,A toroidal bread roll that is boiled before it is baked.
gantlet,gauntlet,variant,,,,1,,1.32,3.14,,,noun:2,noun:9,NOUN:2,NOUN:2,Alternative spelling of gauntlet.,"Protective armor for the hands, formerly thrown down as a challenge to"
egis,aegis,reverse,,,,1,,1.32,3.06,,,noun:1,noun:2,,NOUN:1,Rare spelling of aegis.,A mythological shield associated with the Greek deities Zeus and Athen
kerosine,kerosene,variant,,,,1,,1.32,3.02,,,noun:1,noun:1,,NOUN:6,Alternative spelling of kerosene.,"A thin, often colorless or blue or straw-colored petroleum-based fuel,"
visualiser,visualizer,variant,,,,1,,1.32,1.98,,,noun:1,noun:4,,,Alternative form of visualizer.,Someone who visualizes; especially someone whose mental imagery is vis
canalization,canalisation,reverse,,,,1,,1.32,1.04,,,noun:1,noun:3,,,Alternative spelling of canalisation.,The conversion of a river or other waterway to a canal.
aglet,aiglet,variant,,,,1,,1.32,0.0,,,noun:2,noun:3,,,Alternative form of aiglet.,"A tip, originally of metal and often decorative, on a ribbon or cord t"
billhook,bill,unrelated,,,,4,,1.31,5.15,,,noun:5;verb:1,noun:22;verb:6,,NOUN:269,"A medieval polearm, fitted to a long handle, sometimes with an L-shape",A written list or inventory. (Now obsolete except in specific senses o
freebee,freebie,variant,,,,1,,1.31,2.86,,,noun:1,noun:1,,,Alternative spelling of freebie.,Something which is free; a giveaway or handout.
phantasma,phantasm,variant,,,,1,,1.31,2.32,,,noun:1,noun:2,,,Alternative form of phantasm.,Something seen but having no physical reality; a phantom or apparition
chapatti,chapati,variant,,,,1,,1.31,1.91,,,noun:1,noun:1,,,Alternative form of chapati.,"A flat, unleavened bread from northern India and Pakistan."
sirup,syrup,variant,,,,1,,1.3,3.76,,,noun:1;verb:1,noun:4;verb:3,,NOUN:4,Dated form of syrup.,Any thick liquid that has a high sugar content and which is added to o
propellent,propellant,variant,,,,1,,1.3,2.92,,,adj:1;noun:1,noun:3;adj:1,,,Alternative spelling of propellant.,anything that propels
fraternisation,fraternization,variant,,,,1,,1.3,1.92,,,noun:1,noun:3,NOUN:1,,Alternative spelling of fraternization.,The act of fraternizing or uniting as brothers.
glister,clyster,unrelated,,,,2,,1.3,0.0,,,noun:2;verb:1,noun:1,,,A brilliant flash; a glint.,A medicine applied via the rectum; an enema or suppository.
gismo,gizmo,variant,,,,1,,1.29,2.61,,,noun:1,noun:1,,,Alternative spelling of gizmo.,"Something, generally a device or gadget, whose real name is unknown or"
fondu,fondue,unrelated,,,,1,,1.29,2.59,,,noun:3,noun:1;verb:1,,,The graded shift from one color into another.,"A dish made of melted cheese, or chocolate etc., or of a boiling liqui"
compartmentalisation,compartmentalization,variant,,,,1,,1.29,2.09,,,noun:1,noun:5,,,Non-Oxford British standard form of compartmentalization.,Division into compartments or parts.
haemostasis,hemostasis,variant,,,,1,,1.29,2.02,,,noun:1,noun:1,,,Alternative spelling of hemostasis.,The process of keeping blood inside a damaged vessel to stop bleeding.
monopolisation,monopolization,variant,,,,1,,1.29,1.93,,,noun:1,noun:1,,NOUN:1,Alternative spelling of monopolization.,The act of monopolizing or the state of being monopolized.
bastardisation,bastardization,variant,,,,1,,1.29,1.53,,,noun:1,noun:6,,,Non-Oxford British English standard spelling of bastardization.,The making of a bastard or bastards; Having children out of wedlock or
salpa,salp,variant,,,,1,,1.29,1.42,,,noun:1,noun:1,,,Alternative form of salp.,Any of the free-swimming tunicates of the order Salpida and its single
cyanamid,cyanamide,variant,,,,1,,1.29,1.39,,,noun:1,noun:2,,,Archaic form of cyanamide.,"A chemical compound, NH₂CN; a white crystalline solid, soluble in wate"
styrax,storax,variant,,,,1,,1.29,1.37,,,noun:2,noun:2,,,Alternative form of storax (“tree”).,Any member of the genus Styrax of about 130 species of large shrubs or
archil,orchil,variant,,,,1,,1.29,0.0,,,noun:1,noun:2,,,Alternative form of orchil.,"Any of several lichens, especially those of the genera Roccella and Le"
calliper,caliper,variant,,,,1,,1.28,2.65,,,noun:1;verb:1,noun:2;verb:1,,NOUN:2,Alternative spelling of caliper.,"Alternative form of calipers, a device used to measure dimensions."
tormenter,tormentor,variant,,,,1,,1.28,2.31,,,noun:1,noun:6,,,Alternative spelling of tormentor.,"One who torments; a person, animal, or object that causes suffering."
rigamarole,rigmarole,variant,,,,1,,1.28,1.93,,,noun:1,noun:2;adj:1,,,Alternative form of rigmarole.,A long and complicated formal procedure.
hemianopia,hemianopsia,variant,,,,1,,1.28,1.09,,,noun:1,noun:1,,,Alternative form of hemianopsia.,Blindness in one half of the field of vision of either or both eyes.
bicorne,bicorn,variant,,,,1,,1.28,0.0,,,noun:1,noun:3;adj:1,,,Alternative form of bicorn (“two-cornered hat”).,"A two-cornered hat, worn by European and American military and naval o"
fesse,fess,variant,,,,1,,1.27,2.66,,,noun:1,adj:3;noun:1;verb:1,,,Alternative spelling of fess (“horizontal band in heraldry”).,A horizontal band across the middle of the shield.
karabiner,carabiner,variant,,,,1,,1.27,2.05,,,noun:1,noun:1,,,Alternative spelling of carabiner.,"A metal link with a gate that can open and close, generally used for c"
individualisation,individualization,variant,,,,1,,1.27,1.87,,,noun:1,noun:1,,,Non-Oxford British English standard spelling of individualization.,The act of individualizing; the state of being individualized.
sallet,salad,unrelated,,,,3,,1.26,4.15,,,noun:2,noun:3,,NOUN:9,A type of light spherical combat helmet used in the 15th century.,"A food consisting principally of raw vegetables (especially greens, e."
absinth,absinthe,variant,,,,1,,1.26,2.69,,,noun:1,noun:6,,NOUN:1,Alternative form of absinthe.,The herb absinthium Artemisia absinthium (grande wormwood); essence of
catheterisation,catheterization,variant,,,,1,,1.26,2.33,,,noun:1,noun:1,,,Alternative spelling of catheterization.,The procedure of introducing a catheter.
oxidiser,oxidizer,variant,,,,1,,1.26,2.26,,,noun:1,noun:1,,,Non-Oxford British English standard spelling of oxidizer.,"An oxidizing agent, especially one used to oxidize the fuel of a rocke"
sahuaro,saguaro,variant,,,,1,,1.26,2.12,,,noun:1,noun:1,,,Alternative spelling of saguaro.,"Carnegiea gigantea, a large cactus native to the Sonoran Desert and ch"
maiolica,majolica,variant,,,,1,,1.26,2.02,,,noun:1,noun:2,,,Alternative form of majolica.,Earthenware decorated with coloured lead silicate glazes applied direc
ramee,ramie,variant,,,,1,,1.26,1.62,,,noun:1,noun:2,,,Archaic form of ramie.,"A tall, tropical Asian perennial herb, of species Boehmeria nivea, cul"
coprophagia,coprophagy,variant,,,,2,,1.26,0.0,,,noun:1,noun:1,,,Alternative form of coprophagy.,The act or an instance of eating feces.
synapsis,synapse,unrelated,,,,2,,1.25,2.76,,,noun:2,verb:2;noun:1,,,The association of homologous maternal and paternal chromosomes during,The junction between the terminal of a neuron and either another neuro
hootch,hooch,variant,,,,1,,1.25,2.58,,,noun:2,noun:3,,NOUN:1,Alternative spelling of hooch (“type of drink”).,"An alcoholic beverage, especially an inferior or illicit one and espec"
hyperlipidaemia,hyperlipidemia,variant,,,,1,,1.25,1.95,,,noun:1,noun:1,,,Alternative spelling of hyperlipidemia.,An excess quantity of lipid in the blood; a symptom of several medical
dissimilation,dissimulation,unrelated,,,,1,,1.25,1.81,,,noun:5,noun:2,,NOUN:1,"The act of dissimilating, of making dissimilar.",The act of concealing the truth; hypocrisy or deception.
ichthyosaurus,ichthyosaur,variant,,,,2,,1.25,1.67,,,noun:2,noun:1,,,Alternative form of ichthyosaur.,Any fishlike marine reptiles of the extinct order †Ichthyosauria of th
doura,durra,variant,,,,2,,1.25,1.18,,,noun:1,noun:1,,,Alternative spelling of durra.,"A kind of millet, a variety of sorghum; Indian millet (Sorghum bicolor"
siliqua,silique,variant,,,,1,,1.25,0.0,,,noun:2,noun:1,,,Alternative form of silique.,"A long dry fruit (seed capsule), length more than twice the width, typ"
haemorrhoid,hemorrhoid,variant,,,,1,,1.24,2.26,,,noun:1,noun:1,,,Alternative spelling of hemorrhoid.,"An engorged, dilated and easily broken varicosity in the perianal area"
schnaps,schnapps,variant,,,,1,,1.24,2.24,,,noun:1,noun:2,,NOUN:1,Alternative form of schnapps.,"A type of distilled alcoholic beverage (liquor), often with a herbal o"
steriliser,sterilizer,variant,,,,1,,1.24,1.92,,,noun:1,noun:1,,,Alternative spelling of sterilizer.,"A device used to sterilize, killing pathogens by means such as heat, U"
fogy,fogey,variant,,,,1,,1.24,1.66,,,noun:2,noun:1,NOUN:1,,Alternative spelling of fogey.,"A dull person (especially an old man) who is behind the times, holding"
ottar,attar,variant,,,,1,,1.23,2.23,,,noun:1,noun:2,,,Alternative form of attar.,An essential oil extracted from flowers.
depersonalisation,depersonalization,variant,,,,1,,1.23,2.12,,,noun:1,noun:3,,NOUN:2,Alternative spelling of depersonalization.,The act of depersonalizing or the state of being depersonalized.
raphia,raffia,variant,,,,2,,1.23,2.08,,,noun:1,noun:1,,,Alternative form of raffia.,"A fibrous material used for tying plants, originating from the leaves "
guestimate,guesstimate,variant,,,,1,,1.23,2.0,,,noun:1;verb:1,verb:2;noun:1,,,Alternative spelling of guesstimate.,"An estimate that is hardly any better than a guess, often because it i"
stylisation,stylization,variant,,,,1,,1.23,1.86,,,noun:1,noun:2,,NOUN:2,Alternative spelling of stylization.,The process or result of designing or presenting in accordance with a 
connecter,connector,variant,,,,1,,1.22,3.47,,,noun:1,noun:7,,,Alternative form of connector.,One who connects; a networker.
damozel,damsel,variant,,,,2,,1.22,2.89,,,noun:1,noun:6,,NOUN:1,Obsolete form of damsel.,A young woman (of noble birth).
whimsey,whimsy,variant,name,,,1,,1.22,2.6,,,noun:1,noun:5;adj:1;verb:1,PROPN:1,,Alternative spelling of whimsy.,A quaint and fanciful idea; a whim; playfully odd behaviour.
recognisance,recognizance,variant,,,,1,,1.22,2.29,,,noun:1,noun:3,,,Alternative spelling of recognizance.,A form of bail; a promise made by the accused to the court that they w
nebuliser,nebulizer,variant,,,,1,,1.22,2.01,,,noun:1,noun:2,,,Alternative spelling of nebulizer.,"A device used to convert liquid into a fine spray of aerosols, by mean"
summersault,somersault,variant,,,,2,,1.21,2.48,,,noun:1;verb:1,noun:1;verb:1,,NOUN:2,Archaic spelling of somersault.,"Starting on one's feet, an instance of rotating one's body 360 degrees"
chequerboard,checkerboard,variant,,,,2,,1.21,2.46,,,noun:1;verb:1,noun:3;verb:1,,,Alternative spelling of checkerboard.,A square board divided into sixty-four equal squares arranged in eight
narwal,narwhal,variant,,,,1,,1.21,2.28,,,noun:1,noun:1,,,Archaic form of narwhal.,An Arctic toothed whale (Monodon monoceros) that grows to about 20 fee
mannikin,manikin,unrelated,,,,1,,1.21,1.9,,,noun:2,noun:3,,NOUN:1,"Any of several passerine bird species of the genera Lonchura, Heteromu",A little man (sometimes as a term of endearment).
panoche,panocha,variant,,,,1,,1.21,1.03,,,noun:1,noun:1,,,Alternative form of panocha.,coarse Mexican brown sugar
decimeter,decimetre,reverse,,,,2,,1.21,0.0,,,noun:1,noun:1,,,US spelling of decimetre.,An SI unit of length equal to 10⁻¹ metres. Symbol: dm
haler,heller,variant,,,,2,,1.2,3.27,,,adj:1;noun:1,noun:3,,,"Alternative form of heller (“currency unit, 100th of a koruna”).","A German coin equivalent to half a pfennig, later used widely as a sma"
premiss,premise,variant,,,,1,,1.19,3.82,,,noun:1;verb:1,noun:5;verb:4,,NOUN:7,Alternative spelling of premise.,A proposition antecedently supposed or proved; something previously st
oxidisation,oxidization,variant,,,,1,,1.19,1.65,,,noun:1,noun:1,,,Non-Oxford British English standard spelling of oxidization.,Synonym of oxidation.
abetter,abettor,variant,,,,1,,1.19,1.35,,,noun:1,noun:2,,,Alternative form of abettor,One that abets an offender; one that incites; instigates; encourages.
